;municipio;uf;date;casos confirmados;mortes;casos_interpolados;mortes_interpoladas
5955;Itagibá;BA;2020-03-26;;;0.0;0.0
5956;Itagibá;BA;2020-03-27;;;0.0;0.0
5957;Itagibá;BA;2020-03-28;1.0;;1.0;0.0
5958;Itagibá;BA;2020-03-29;1.0;;1.0;0.0
5959;Itagibá;BA;2020-03-30;1.0;;1.0;0.0
5960;Itaitinga;CE;2020-02-20;;;0.0;0.0
5961;Itaitinga;CE;2020-02-21;;;0.0;0.0
5962;Itaitinga;CE;2020-02-22;;;0.0;0.0
5963;Itaitinga;CE;2020-02-23;;;0.0;0.0
5964;Itaitinga;CE;2020-02-24;;;0.0;0.0
5965;Itaitinga;CE;2020-02-25;;;0.0;0.0
5966;Itaitinga;CE;2020-02-26;;;0.0;0.0
5967;Itaitinga;CE;2020-02-27;;;0.0;0.0
5968;Itaitinga;CE;2020-02-28;;;0.0;0.0
5969;Itaitinga;CE;2020-02-29;;;0.0;0.0
5970;Itaitinga;CE;2020-03-01;;;0.0;0.0
5971;Itaitinga;CE;2020-03-02;;;0.0;0.0
5972;Itaitinga;CE;2020-03-03;;;0.0;0.0
5973;Itaitinga;CE;2020-03-04;;;0.0;0.0
5974;Itaitinga;CE;2020-03-05;;;0.0;0.0
5975;Itaitinga;CE;2020-03-06;;;0.0;0.0
5976;Itaitinga;CE;2020-03-07;;;0.0;0.0
5977;Itaitinga;CE;2020-03-08;;;0.0;0.0
5978;Itaitinga;CE;2020-03-09;;;0.0;0.0
5979;Itaitinga;CE;2020-03-10;;;0.0;0.0
5980;Itaitinga;CE;2020-03-11;;;0.0;0.0
5981;Itaitinga;CE;2020-03-12;;;0.0;0.0
5982;Itaitinga;CE;2020-03-13;;;0.0;0.0
5983;Itaitinga;CE;2020-03-14;;;0.0;0.0
5984;Itaitinga;CE;2020-03-15;;;0.0;0.0
5985;Itaitinga;CE;2020-03-16;;;0.0;0.0
5986;Itaitinga;CE;2020-03-17;;;0.0;0.0
5987;Itaitinga;CE;2020-03-18;;;0.0;0.0
5988;Itaitinga;CE;2020-03-19;;;0.0;0.0
5989;Itaitinga;CE;2020-03-20;;;0.0;0.0
5990;Itaitinga;CE;2020-03-21;;;0.0;0.0
5991;Itaitinga;CE;2020-03-22;;;0.0;0.0
5992;Itaitinga;CE;2020-03-23;;;0.0;0.0
5993;Itaitinga;CE;2020-03-24;;;0.0;0.0
5994;Itaitinga;CE;2020-03-25;;;0.0;0.0
5995;Itaitinga;CE;2020-03-26;;;0.0;0.0
5996;Itaitinga;CE;2020-03-27;;;0.0;0.0
5997;Itaitinga;CE;2020-03-28;;;0.0;0.0
5998;Itaitinga;CE;2020-03-29;1.0;;1.0;0.0
5999;Itaitinga;CE;2020-03-30;1.0;;1.0;0.0
6000;Itaituba;PA;2020-02-20;;;0.0;0.0
6001;Itaituba;PA;2020-02-21;;;0.0;0.0
6002;Itaituba;PA;2020-02-22;;;0.0;0.0
6003;Itaituba;PA;2020-02-23;;;0.0;0.0
6004;Itaituba;PA;2020-02-24;;;0.0;0.0
6005;Itaituba;PA;2020-02-25;;;0.0;0.0
6006;Itaituba;PA;2020-02-26;;;0.0;0.0
6007;Itaituba;PA;2020-02-27;;;0.0;0.0
6008;Itaituba;PA;2020-02-28;;;0.0;0.0
6009;Itaituba;PA;2020-02-29;;;0.0;0.0
6010;Itaituba;PA;2020-03-01;;;0.0;0.0
6011;Itaituba;PA;2020-03-02;;;0.0;0.0
6012;Itaituba;PA;2020-03-03;;;0.0;0.0
6013;Itaituba;PA;2020-03-04;;;0.0;0.0
6014;Itaituba;PA;2020-03-05;;;0.0;0.0
6015;Itaituba;PA;2020-03-06;;;0.0;0.0
6016;Itaituba;PA;2020-03-07;;;0.0;0.0
6017;Itaituba;PA;2020-03-08;;;0.0;0.0
6018;Itaituba;PA;2020-03-09;;;0.0;0.0
6019;Itaituba;PA;2020-03-10;;;0.0;0.0
6020;Itaituba;PA;2020-03-11;;;0.0;0.0
6021;Itaituba;PA;2020-03-12;;;0.0;0.0
6022;Itaituba;PA;2020-03-13;;;0.0;0.0
6023;Itaituba;PA;2020-03-14;;;0.0;0.0
6024;Itaituba;PA;2020-03-15;;;0.0;0.0
6025;Itaituba;PA;2020-03-16;;;0.0;0.0
6026;Itaituba;PA;2020-03-17;;;0.0;0.0
6027;Itaituba;PA;2020-03-18;;;0.0;0.0
6028;Itaituba;PA;2020-03-19;;;0.0;0.0
6029;Itaituba;PA;2020-03-20;;;0.0;0.0
6030;Itaituba;PA;2020-03-21;;;0.0;0.0
6031;Itaituba;PA;2020-03-22;;;0.0;0.0
6032;Itaituba;PA;2020-03-23;;;0.0;0.0
6033;Itaituba;PA;2020-03-24;;;0.0;0.0
6034;Itaituba;PA;2020-03-25;;;0.0;0.0
6035;Itaituba;PA;2020-03-26;1.0;;1.0;0.0
6036;Itaituba;PA;2020-03-27;1.0;;1.0;0.0
6037;Itaituba;PA;2020-03-28;1.0;;1.0;0.0
6038;Itaituba;PA;2020-03-29;1.0;;1.0;0.0
6039;Itaituba;PA;2020-03-30;1.0;;1.0;0.0
6040;Itajaí;SC;2020-02-20;;;0.0;0.0
6041;Itajaí;SC;2020-02-21;;;0.0;0.0
6042;Itajaí;SC;2020-02-22;;;0.0;0.0
6043;Itajaí;SC;2020-02-23;;;0.0;0.0
6044;Itajaí;SC;2020-02-24;;;0.0;0.0
6045;Itajaí;SC;2020-02-25;;;0.0;0.0
6046;Itajaí;SC;2020-02-26;;;0.0;0.0
6047;Itajaí;SC;2020-02-27;;;0.0;0.0
6048;Itajaí;SC;2020-02-28;;;0.0;0.0
6049;Itajaí;SC;2020-02-29;;;0.0;0.0
6050;Itajaí;SC;2020-03-01;;;0.0;0.0
6051;Itajaí;SC;2020-03-02;;;0.0;0.0
6052;Itajaí;SC;2020-03-03;;;0.0;0.0
6053;Itajaí;SC;2020-03-04;;;0.0;0.0
6054;Itajaí;SC;2020-03-05;;;0.0;0.0
6055;Itajaí;SC;2020-03-06;;;0.0;0.0
6056;Itajaí;SC;2020-03-07;;;0.0;0.0
6057;Itajaí;SC;2020-03-08;;;0.0;0.0
6058;Itajaí;SC;2020-03-09;;;0.0;0.0
6059;Itajaí;SC;2020-03-10;;;0.0;0.0
6060;Itajaí;SC;2020-03-11;;;0.0;0.0
6061;Itajaí;SC;2020-03-12;;;0.0;0.0
6062;Itajaí;SC;2020-03-13;;;0.0;0.0
6063;Itajaí;SC;2020-03-14;;;0.0;0.0
6064;Itajaí;SC;2020-03-15;;;0.0;0.0
6065;Itajaí;SC;2020-03-16;;;0.0;0.0
6066;Itajaí;SC;2020-03-17;;;0.0;0.0
6067;Itajaí;SC;2020-03-18;;;0.0;0.0
6068;Itajaí;SC;2020-03-19;;;0.0;0.0
6069;Itajaí;SC;2020-03-20;1.0;;1.0;0.0
6070;Itajaí;SC;2020-03-21;6.0;;6.0;0.0
6071;Itajaí;SC;2020-03-22;7.0;;7.0;0.0
6072;Itajaí;SC;2020-03-23;7.0;;7.0;0.0
6073;Itajaí;SC;2020-03-24;7.0;;7.0;0.0
6074;Itajaí;SC;2020-03-25;12.0;;12.0;0.0
6075;Itajaí;SC;2020-03-26;16.0;;16.0;0.0
6076;Itajaí;SC;2020-03-27;18.0;;18.0;0.0
6077;Itajaí;SC;2020-03-28;18.0;;18.0;0.0
6078;Itajaí;SC;2020-03-29;18.0;;18.0;0.0
6079;Itajaí;SC;2020-03-30;18.0;;18.0;0.0
6080;Itamaraju;BA;2020-02-20;;;0.0;0.0
6081;Itamaraju;BA;2020-02-21;;;0.0;0.0
6082;Itamaraju;BA;2020-02-22;;;0.0;0.0
6083;Itamaraju;BA;2020-02-23;;;0.0;0.0
6084;Itamaraju;BA;2020-02-24;;;0.0;0.0
6085;Itamaraju;BA;2020-02-25;;;0.0;0.0
6086;Itamaraju;BA;2020-02-26;;;0.0;0.0
6087;Itamaraju;BA;2020-02-27;;;0.0;0.0
6088;Itamaraju;BA;2020-02-28;;;0.0;0.0
6089;Itamaraju;BA;2020-02-29;;;0.0;0.0
6090;Itamaraju;BA;2020-03-01;;;0.0;0.0
6091;Itamaraju;BA;2020-03-02;;;0.0;0.0
6092;Itamaraju;BA;2020-03-03;;;0.0;0.0
6093;Itamaraju;BA;2020-03-04;;;0.0;0.0
6094;Itamaraju;BA;2020-03-05;;;0.0;0.0
6095;Itamaraju;BA;2020-03-06;;;0.0;0.0
6096;Itamaraju;BA;2020-03-07;;;0.0;0.0
6097;Itamaraju;BA;2020-03-08;;;0.0;0.0
6098;Itamaraju;BA;2020-03-09;;;0.0;0.0
6099;Itamaraju;BA;2020-03-10;;;0.0;0.0
6100;Itamaraju;BA;2020-03-11;;;0.0;0.0
6101;Itamaraju;BA;2020-03-12;;;0.0;0.0
6102;Itamaraju;BA;2020-03-13;;;0.0;0.0
6103;Itamaraju;BA;2020-03-14;;;0.0;0.0
6104;Itamaraju;BA;2020-03-15;;;0.0;0.0
6105;Itamaraju;BA;2020-03-16;;;0.0;0.0
6106;Itamaraju;BA;2020-03-17;;;0.0;0.0
6107;Itamaraju;BA;2020-03-18;;;0.0;0.0
6108;Itamaraju;BA;2020-03-19;;;0.0;0.0
6109;Itamaraju;BA;2020-03-20;;;0.0;0.0
6110;Itamaraju;BA;2020-03-21;;;0.0;0.0
6111;Itamaraju;BA;2020-03-22;;;0.0;0.0
6112;Itamaraju;BA;2020-03-23;;;0.0;0.0
6113;Itamaraju;BA;2020-03-24;;;0.0;0.0
6114;Itamaraju;BA;2020-03-25;;;0.0;0.0
6115;Itamaraju;BA;2020-03-26;;;0.0;0.0
6116;Itamaraju;BA;2020-03-27;;;0.0;0.0
6117;Itamaraju;BA;2020-03-28;;;0.0;0.0
6118;Itamaraju;BA;2020-03-29;1.0;;1.0;0.0
6119;Itamaraju;BA;2020-03-30;1.0;;1.0;0.0
6120;Itapema;SC;2020-02-20;;;0.0;0.0
6121;Itapema;SC;2020-02-21;;;0.0;0.0
6122;Itapema;SC;2020-02-22;;;0.0;0.0
6123;Itapema;SC;2020-02-23;;;0.0;0.0
6124;Itapema;SC;2020-02-24;;;0.0;0.0
6125;Itapema;SC;2020-02-25;;;0.0;0.0
6126;Itapema;SC;2020-02-26;;;0.0;0.0
6127;Itapema;SC;2020-02-27;;;0.0;0.0
6128;Itapema;SC;2020-02-28;;;0.0;0.0
6129;Itapema;SC;2020-02-29;;;0.0;0.0
6130;Itapema;SC;2020-03-01;;;0.0;0.0
6131;Itapema;SC;2020-03-02;;;0.0;0.0
6132;Itapema;SC;2020-03-03;;;0.0;0.0
6133;Itapema;SC;2020-03-04;;;0.0;0.0
6134;Itapema;SC;2020-03-05;;;0.0;0.0
6135;Itapema;SC;2020-03-06;;;0.0;0.0
6136;Itapema;SC;2020-03-07;;;0.0;0.0
6137;Itapema;SC;2020-03-08;;;0.0;0.0
6138;Itapema;SC;2020-03-09;;;0.0;0.0
6139;Itapema;SC;2020-03-10;;;0.0;0.0
6140;Itapema;SC;2020-03-11;;;0.0;0.0
6141;Itapema;SC;2020-03-12;;;0.0;0.0
6142;Itapema;SC;2020-03-13;;;0.0;0.0
6143;Itapema;SC;2020-03-14;;;0.0;0.0
6144;Itapema;SC;2020-03-15;;;0.0;0.0
6145;Itapema;SC;2020-03-16;;;0.0;0.0
6146;Itapema;SC;2020-03-17;;;0.0;0.0
6147;Itapema;SC;2020-03-18;;;0.0;0.0
6148;Itapema;SC;2020-03-19;;;0.0;0.0
6149;Itapema;SC;2020-03-20;;;0.0;0.0
6150;Itapema;SC;2020-03-21;;;0.0;0.0
6151;Itapema;SC;2020-03-22;;;0.0;0.0
6152;Itapema;SC;2020-03-23;;;0.0;0.0
6153;Itapema;SC;2020-03-24;;;0.0;0.0
6154;Itapema;SC;2020-03-25;;;0.0;0.0
6155;Itapema;SC;2020-03-26;1.0;;1.0;0.0
6156;Itapema;SC;2020-03-27;1.0;;1.0;0.0
6157;Itapema;SC;2020-03-28;1.0;;1.0;0.0
6158;Itapema;SC;2020-03-29;1.0;;1.0;0.0
6159;Itapema;SC;2020-03-30;2.0;;2.0;0.0
6160;Itapemirim;ES;2020-02-20;;;0.0;0.0
6161;Itapemirim;ES;2020-02-21;;;0.0;0.0
6162;Itapemirim;ES;2020-02-22;;;0.0;0.0
6163;Itapemirim;ES;2020-02-23;;;0.0;0.0
6164;Itapemirim;ES;2020-02-24;;;0.0;0.0
6165;Itapemirim;ES;2020-02-25;;;0.0;0.0
6166;Itapemirim;ES;2020-02-26;;;0.0;0.0
6167;Itapemirim;ES;2020-02-27;;;0.0;0.0
6168;Itapemirim;ES;2020-02-28;;;0.0;0.0
6169;Itapemirim;ES;2020-02-29;;;0.0;0.0
6170;Itapemirim;ES;2020-03-01;;;0.0;0.0
6171;Itapemirim;ES;2020-03-02;;;0.0;0.0
6172;Itapemirim;ES;2020-03-03;;;0.0;0.0
6173;Itapemirim;ES;2020-03-04;;;0.0;0.0
6174;Itapemirim;ES;2020-03-05;;;0.0;0.0
6175;Itapemirim;ES;2020-03-06;;;0.0;0.0
6176;Itapemirim;ES;2020-03-07;;;0.0;0.0
6177;Itapemirim;ES;2020-03-08;;;0.0;0.0
6178;Itapemirim;ES;2020-03-09;;;0.0;0.0
6179;Itapemirim;ES;2020-03-10;;;0.0;0.0
6180;Itapemirim;ES;2020-03-11;;;0.0;0.0
6181;Itapemirim;ES;2020-03-12;;;0.0;0.0
6182;Itapemirim;ES;2020-03-13;;;0.0;0.0
6183;Itapemirim;ES;2020-03-14;;;0.0;0.0
6184;Itapemirim;ES;2020-03-15;;;0.0;0.0
6185;Itapemirim;ES;2020-03-16;;;0.0;0.0
6186;Itapemirim;ES;2020-03-17;;;0.0;0.0
6187;Itapemirim;ES;2020-03-18;;;0.0;0.0
6188;Itapemirim;ES;2020-03-19;;;0.0;0.0
6189;Itapemirim;ES;2020-03-20;;;0.0;0.0
6190;Itapemirim;ES;2020-03-21;;;0.0;0.0
6191;Itapemirim;ES;2020-03-22;;;0.0;0.0
6192;Itapemirim;ES;2020-03-23;;;0.0;0.0
6193;Itapemirim;ES;2020-03-24;;;0.0;0.0
6194;Itapemirim;ES;2020-03-25;;;0.0;0.0
6195;Itapemirim;ES;2020-03-26;;;0.0;0.0
6196;Itapemirim;ES;2020-03-27;;;0.0;0.0
6197;Itapemirim;ES;2020-03-28;1.0;;1.0;0.0
6198;Itapemirim;ES;2020-03-29;1.0;;1.0;0.0
6199;Itapemirim;ES;2020-03-30;1.0;;1.0;0.0
6200;Itapevi;SP;2020-02-20;;;0.0;0.0
6201;Itapevi;SP;2020-02-21;;;0.0;0.0
6202;Itapevi;SP;2020-02-22;;;0.0;0.0
6203;Itapevi;SP;2020-02-23;;;0.0;0.0
6204;Itapevi;SP;2020-02-24;;;0.0;0.0
6205;Itapevi;SP;2020-02-25;;;0.0;0.0
6206;Itapevi;SP;2020-02-26;;;0.0;0.0
6207;Itapevi;SP;2020-02-27;;;0.0;0.0
6208;Itapevi;SP;2020-02-28;;;0.0;0.0
6209;Itapevi;SP;2020-02-29;;;0.0;0.0
6210;Itapevi;SP;2020-03-01;;;0.0;0.0
6211;Itapevi;SP;2020-03-02;;;0.0;0.0
6212;Itapevi;SP;2020-03-03;;;0.0;0.0
6213;Itapevi;SP;2020-03-04;;;0.0;0.0
6214;Itapevi;SP;2020-03-05;;;0.0;0.0
6215;Itapevi;SP;2020-03-06;;;0.0;0.0
6216;Itapevi;SP;2020-03-07;;;0.0;0.0
6217;Itapevi;SP;2020-03-08;;;0.0;0.0
6218;Itapevi;SP;2020-03-09;;;0.0;0.0
6219;Itapevi;SP;2020-03-10;;;0.0;0.0
6220;Itapevi;SP;2020-03-11;;;0.0;0.0
6221;Itapevi;SP;2020-03-12;;;0.0;0.0
6222;Itapevi;SP;2020-03-13;;;0.0;0.0
6223;Itapevi;SP;2020-03-14;;;0.0;0.0
6224;Itapevi;SP;2020-03-15;;;0.0;0.0
6225;Itapevi;SP;2020-03-16;;;0.0;0.0
6226;Itapevi;SP;2020-03-17;;;0.0;0.0
6227;Itapevi;SP;2020-03-18;;;0.0;0.0
6228;Itapevi;SP;2020-03-19;;;0.0;0.0
6229;Itapevi;SP;2020-03-20;;;0.0;0.0
6230;Itapevi;SP;2020-03-21;;;0.0;0.0
6231;Itapevi;SP;2020-03-22;;;0.0;0.0
6232;Itapevi;SP;2020-03-23;;;0.0;0.0
6233;Itapevi;SP;2020-03-24;1.0;;1.0;0.0
6234;Itapevi;SP;2020-03-25;;;1.0;0.0
6235;Itapevi;SP;2020-03-26;;;1.0;0.0
6236;Itapevi;SP;2020-03-27;;;1.0;0.0
6237;Itapevi;SP;2020-03-28;;;1.0;0.0
6238;Itapevi;SP;2020-03-29;;;1.0;0.0
6239;Itapevi;SP;2020-03-30;1.0;;1.0;0.0
6240;Itororó;BA;2020-02-20;;;0.0;0.0
6241;Itororó;BA;2020-02-21;;;0.0;0.0
6242;Itororó;BA;2020-02-22;;;0.0;0.0
6243;Itororó;BA;2020-02-23;;;0.0;0.0
6244;Itororó;BA;2020-02-24;;;0.0;0.0
6245;Itororó;BA;2020-02-25;;;0.0;0.0
6246;Itororó;BA;2020-02-26;;;0.0;0.0
6247;Itororó;BA;2020-02-27;;;0.0;0.0
6248;Itororó;BA;2020-02-28;;;0.0;0.0
6249;Itororó;BA;2020-02-29;;;0.0;0.0
6250;Itororó;BA;2020-03-01;;;0.0;0.0
6251;Itororó;BA;2020-03-02;;;0.0;0.0
6252;Itororó;BA;2020-03-03;;;0.0;0.0
6253;Itororó;BA;2020-03-04;;;0.0;0.0
6254;Itororó;BA;2020-03-05;;;0.0;0.0
6255;Itororó;BA;2020-03-06;;;0.0;0.0
6256;Itororó;BA;2020-03-07;;;0.0;0.0
6257;Itororó;BA;2020-03-08;;;0.0;0.0
6258;Itororó;BA;2020-03-09;;;0.0;0.0
6259;Itororó;BA;2020-03-10;;;0.0;0.0
6260;Itororó;BA;2020-03-11;;;0.0;0.0
6261;Itororó;BA;2020-03-12;;;0.0;0.0
6262;Itororó;BA;2020-03-13;;;0.0;0.0
6263;Itororó;BA;2020-03-14;;;0.0;0.0
6264;Itororó;BA;2020-03-15;;;0.0;0.0
6265;Itororó;BA;2020-03-16;;;0.0;0.0
6266;Itororó;BA;2020-03-17;;;0.0;0.0
6267;Itororó;BA;2020-03-18;;;0.0;0.0
6268;Itororó;BA;2020-03-19;;;0.0;0.0
6269;Itororó;BA;2020-03-20;;;0.0;0.0
6270;Itororó;BA;2020-03-21;;;0.0;0.0
6271;Itororó;BA;2020-03-22;;;0.0;0.0
6272;Itororó;BA;2020-03-23;;;0.0;0.0
6273;Itororó;BA;2020-03-24;;;0.0;0.0
6274;Itororó;BA;2020-03-25;;;0.0;0.0
6275;Itororó;BA;2020-03-26;;;0.0;0.0
6276;Itororó;BA;2020-03-27;;;0.0;0.0
6277;Itororó;BA;2020-03-28;;;0.0;0.0
6278;Itororó;BA;2020-03-29;1.0;;1.0;0.0
6279;Itororó;BA;2020-03-30;1.0;;1.0;0.0
6280;Itumbiara;GO;2020-02-20;;;0.0;0.0
6281;Itumbiara;GO;2020-02-21;;;0.0;0.0
6282;Itumbiara;GO;2020-02-22;;;0.0;0.0
6283;Itumbiara;GO;2020-02-23;;;0.0;0.0
6284;Itumbiara;GO;2020-02-24;;;0.0;0.0
6285;Itumbiara;GO;2020-02-25;;;0.0;0.0
6286;Itumbiara;GO;2020-02-26;;;0.0;0.0
6287;Itumbiara;GO;2020-02-27;;;0.0;0.0
6288;Itumbiara;GO;2020-02-28;;;0.0;0.0
6289;Itumbiara;GO;2020-02-29;;;0.0;0.0
6290;Itumbiara;GO;2020-03-01;;;0.0;0.0
6291;Itumbiara;GO;2020-03-02;;;0.0;0.0
6292;Itumbiara;GO;2020-03-03;;;0.0;0.0
6293;Itumbiara;GO;2020-03-04;;;0.0;0.0
6294;Itumbiara;GO;2020-03-05;;;0.0;0.0
6295;Itumbiara;GO;2020-03-06;;;0.0;0.0
6296;Itumbiara;GO;2020-03-07;;;0.0;0.0
6297;Itumbiara;GO;2020-03-08;;;0.0;0.0
6298;Itumbiara;GO;2020-03-09;;;0.0;0.0
6299;Itumbiara;GO;2020-03-10;;;0.0;0.0
6300;Itumbiara;GO;2020-03-11;;;0.0;0.0
6301;Itumbiara;GO;2020-03-12;;;0.0;0.0
6302;Itumbiara;GO;2020-03-13;;;0.0;0.0
6303;Itumbiara;GO;2020-03-14;;;0.0;0.0
6304;Itumbiara;GO;2020-03-15;;;0.0;0.0
6305;Itumbiara;GO;2020-03-16;;;0.0;0.0
6306;Itumbiara;GO;2020-03-17;;;0.0;0.0
6307;Itumbiara;GO;2020-03-18;;;0.0;0.0
6308;Itumbiara;GO;2020-03-19;;;0.0;0.0
6309;Itumbiara;GO;2020-03-20;;;0.0;0.0
6310;Itumbiara;GO;2020-03-21;;;0.0;0.0
6311;Itumbiara;GO;2020-03-22;;;0.0;0.0
6312;Itumbiara;GO;2020-03-23;;;0.0;0.0
6313;Itumbiara;GO;2020-03-24;;;0.0;0.0
6314;Itumbiara;GO;2020-03-25;;;0.0;0.0
6315;Itumbiara;GO;2020-03-26;;;0.0;0.0
6316;Itumbiara;GO;2020-03-27;;;0.0;0.0
6317;Itumbiara;GO;2020-03-28;;;0.0;0.0
6318;Itumbiara;GO;2020-03-29;;;0.0;0.0
6319;Itumbiara;GO;2020-03-30;2.0;;2.0;0.0
6320;Itupeva;SP;2020-02-20;;;0.0;0.0
6321;Itupeva;SP;2020-02-21;;;0.0;0.0
6322;Itupeva;SP;2020-02-22;;;0.0;0.0
6323;Itupeva;SP;2020-02-23;;;0.0;0.0
6324;Itupeva;SP;2020-02-24;;;0.0;0.0
6325;Itupeva;SP;2020-02-25;;;0.0;0.0
6326;Itupeva;SP;2020-02-26;;;0.0;0.0
6327;Itupeva;SP;2020-02-27;;;0.0;0.0
6328;Itupeva;SP;2020-02-28;;;0.0;0.0
6329;Itupeva;SP;2020-02-29;;;0.0;0.0
6330;Itupeva;SP;2020-03-01;;;0.0;0.0
6331;Itupeva;SP;2020-03-02;;;0.0;0.0
6332;Itupeva;SP;2020-03-03;;;0.0;0.0
6333;Itupeva;SP;2020-03-04;;;0.0;0.0
6334;Itupeva;SP;2020-03-05;;;0.0;0.0
6335;Itupeva;SP;2020-03-06;;;0.0;0.0
6336;Itupeva;SP;2020-03-07;;;0.0;0.0
6337;Itupeva;SP;2020-03-08;;;0.0;0.0
6338;Itupeva;SP;2020-03-09;;;0.0;0.0
6339;Itupeva;SP;2020-03-10;;;0.0;0.0
6340;Itupeva;SP;2020-03-11;;;0.0;0.0
6341;Itupeva;SP;2020-03-12;;;0.0;0.0
6342;Itupeva;SP;2020-03-13;;;0.0;0.0
6343;Itupeva;SP;2020-03-14;;;0.0;0.0
6344;Itupeva;SP;2020-03-15;;;0.0;0.0
6345;Itupeva;SP;2020-03-16;;;0.0;0.0
6346;Itupeva;SP;2020-03-17;;;0.0;0.0
6347;Itupeva;SP;2020-03-18;;;0.0;0.0
6348;Itupeva;SP;2020-03-19;;;0.0;0.0
6349;Itupeva;SP;2020-03-20;;;0.0;0.0
6350;Itupeva;SP;2020-03-21;;;0.0;0.0
6351;Itupeva;SP;2020-03-22;;;0.0;0.0
6352;Itupeva;SP;2020-03-23;;;0.0;0.0
6353;Itupeva;SP;2020-03-24;;;0.0;0.0
6354;Itupeva;SP;2020-03-25;;;0.0;0.0
6355;Itupeva;SP;2020-03-26;;;0.0;0.0
6356;Itupeva;SP;2020-03-27;;;0.0;0.0
6357;Itupeva;SP;2020-03-28;;;0.0;0.0
6358;Itupeva;SP;2020-03-29;;;0.0;0.0
6359;Itupeva;SP;2020-03-30;1.0;;1.0;0.0
6360;Ivoti;RS;2020-02-20;;;0.0;0.0
6361;Ivoti;RS;2020-02-21;;;0.0;0.0
6362;Ivoti;RS;2020-02-22;;;0.0;0.0
6363;Ivoti;RS;2020-02-23;;;0.0;0.0
6364;Ivoti;RS;2020-02-24;;;0.0;0.0
6365;Ivoti;RS;2020-02-25;;;0.0;0.0
6366;Ivoti;RS;2020-02-26;;;0.0;0.0
6367;Ivoti;RS;2020-02-27;;;0.0;0.0
6368;Ivoti;RS;2020-02-28;;;0.0;0.0
6369;Ivoti;RS;2020-02-29;;;0.0;0.0
6370;Ivoti;RS;2020-03-01;;;0.0;0.0
6371;Ivoti;RS;2020-03-02;;;0.0;0.0
6372;Ivoti;RS;2020-03-03;;;0.0;0.0
6373;Ivoti;RS;2020-03-04;;;0.0;0.0
6374;Ivoti;RS;2020-03-05;;;0.0;0.0
6375;Ivoti;RS;2020-03-06;;;0.0;0.0
6376;Ivoti;RS;2020-03-07;;;0.0;0.0
6377;Ivoti;RS;2020-03-08;;;0.0;0.0
6378;Ivoti;RS;2020-03-09;;;0.0;0.0
6379;Ivoti;RS;2020-03-10;;;0.0;0.0
6380;Ivoti;RS;2020-03-11;;;0.0;0.0
6381;Ivoti;RS;2020-03-12;;;0.0;0.0
6382;Ivoti;RS;2020-03-13;;;0.0;0.0
6383;Ivoti;RS;2020-03-14;;;0.0;0.0
6384;Ivoti;RS;2020-03-15;;;0.0;0.0
6385;Ivoti;RS;2020-03-16;;;0.0;0.0
6386;Ivoti;RS;2020-03-17;;;0.0;0.0
6387;Ivoti;RS;2020-03-18;;;0.0;0.0
6388;Ivoti;RS;2020-03-19;;;0.0;0.0
6389;Ivoti;RS;2020-03-20;2.0;;2.0;0.0
6390;Ivoti;RS;2020-03-21;2.0;;2.0;0.0
6391;Ivoti;RS;2020-03-22;2.0;;2.0;0.0
6392;Ivoti;RS;2020-03-23;2.0;;2.0;0.0
6393;Ivoti;RS;2020-03-24;2.0;;2.0;0.0
6394;Ivoti;RS;2020-03-25;2.0;;2.0;0.0
6395;Ivoti;RS;2020-03-26;2.0;;2.0;0.0
6396;Ivoti;RS;2020-03-27;2.0;;2.0;0.0
6397;Ivoti;RS;2020-03-28;3.0;;3.0;0.0
6398;Ivoti;RS;2020-03-29;3.0;;3.0;0.0
6399;Ivoti;RS;2020-03-30;3.0;;3.0;0.0
6400;Içara;SC;2020-02-20;;;0.0;0.0
6401;Içara;SC;2020-02-21;;;0.0;0.0
6402;Içara;SC;2020-02-22;;;0.0;0.0
6403;Içara;SC;2020-02-23;;;0.0;0.0
6404;Içara;SC;2020-02-24;;;0.0;0.0
6405;Içara;SC;2020-02-25;;;0.0;0.0
6406;Içara;SC;2020-02-26;;;0.0;0.0
6407;Içara;SC;2020-02-27;;;0.0;0.0
6408;Içara;SC;2020-02-28;;;0.0;0.0
6409;Içara;SC;2020-02-29;;;0.0;0.0
6410;Içara;SC;2020-03-01;;;0.0;0.0
6411;Içara;SC;2020-03-02;;;0.0;0.0
6412;Içara;SC;2020-03-03;;;0.0;0.0
6413;Içara;SC;2020-03-04;;;0.0;0.0
6414;Içara;SC;2020-03-05;;;0.0;0.0
6415;Içara;SC;2020-03-06;;;0.0;0.0
6416;Içara;SC;2020-03-07;;;0.0;0.0
6417;Içara;SC;2020-03-08;;;0.0;0.0
6418;Içara;SC;2020-03-09;;;0.0;0.0
6419;Içara;SC;2020-03-10;;;0.0;0.0
6420;Içara;SC;2020-03-11;;;0.0;0.0
6421;Içara;SC;2020-03-12;;;0.0;0.0
6422;Içara;SC;2020-03-13;;;0.0;0.0
6423;Içara;SC;2020-03-14;;;0.0;0.0
6424;Içara;SC;2020-03-15;;;0.0;0.0
6425;Içara;SC;2020-03-16;;;0.0;0.0
6426;Içara;SC;2020-03-17;;;0.0;0.0
6427;Içara;SC;2020-03-18;;;0.0;0.0
6428;Içara;SC;2020-03-19;;;0.0;0.0
6429;Içara;SC;2020-03-20;;;0.0;0.0
