Country/Region,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
France,2020-05-03,168925,407,15914,real
France,2020-05-04,169583,658,14190,real
France,2020-05-05,170687,1104,12519,real
France,2020-05-06,174224,3537,18244,real
France,2020-05-07,174982,758,16679,prediction
France,2020-05-08,175827,845,15875,prediction
France,2020-05-09,176717,890,15073,prediction
France,2020-05-10,177548,831,15328,prediction
France,2020-05-11,177903,355,11940,prediction
France,2020-05-12,178258,355,9205,prediction
France,2020-05-13,178614,356,12071,prediction
France,2020-05-14,178971,357,11672,prediction
France,2020-05-15,179328,357,12023,prediction
France,2020-05-16,179686,358,11168,prediction
France,2020-05-17,180045,359,11120,prediction
France,2020-05-18,180405,360,10822,prediction
France,2020-05-19,180765,360,10078,prediction
France,2020-05-20,181126,361,6902,prediction
France,2020-05-21,181488,362,6506,prediction
France,2020-05-22,181850,362,6023,prediction
France,2020-05-23,182213,363,5496,prediction
France,2020-05-24,182577,364,5029,prediction
France,2020-05-25,182942,365,5039,prediction
France,2020-05-26,183307,365,5049,prediction
France,2020-05-27,183673,366,5059,prediction
France,2020-05-28,184040,367,5069,prediction
France,2020-05-29,184408,368,5080,prediction
France,2020-05-30,184776,368,5090,prediction
France,2020-05-31,185145,369,5100,prediction
France,2020-06-01,185515,370,5110,prediction
France,2020-06-02,185886,371,5121,prediction
France,2020-06-03,186257,371,5131,prediction
France,2020-06-04,186629,372,5141,prediction
France,2020-06-05,187002,373,5152,prediction
France,2020-06-06,187376,374,5163,prediction
France,2020-06-07,187750,374,5173,prediction
France,2020-06-08,188125,375,5183,prediction
France,2020-06-09,188501,376,5194,prediction
France,2020-06-10,188878,377,5205,prediction
France,2020-06-11,189255,377,5215,prediction
France,2020-06-12,189633,378,5225,prediction
France,2020-06-13,190012,379,5236,prediction
France,2020-06-14,190392,380,5247,prediction
France,2020-06-15,190772,380,5257,prediction
France,2020-06-16,191153,381,5267,prediction
France,2020-06-17,191535,382,5278,prediction
France,2020-06-18,191918,383,5289,prediction
France,2020-06-19,192301,383,5299,prediction
France,2020-06-20,192685,384,5309,prediction
France,2020-06-21,193070,385,5320,prediction
France,2020-06-22,193456,386,5331,prediction
France,2020-06-23,193842,386,5341,prediction
France,2020-06-24,194229,387,5351,prediction
France,2020-06-25,194617,388,5362,prediction
Brazil,2020-02-26,1,1,1,real
Brazil,2020-02-27,1,0,1,real
Brazil,2020-02-28,1,0,1,real
Brazil,2020-02-29,2,1,2,real
Brazil,2020-03-01,2,0,2,real
Brazil,2020-03-02,2,0,2,real
Brazil,2020-03-03,2,0,2,real
Brazil,2020-03-04,4,2,4,real
Brazil,2020-03-05,4,0,4,real
Brazil,2020-03-06,13,9,13,real
Brazil,2020-03-07,13,0,13,real
Brazil,2020-03-08,20,7,20,real
Brazil,2020-03-09,25,5,25,real
Brazil,2020-03-10,31,6,31,real
Brazil,2020-03-11,38,7,37,real
Brazil,2020-03-12,52,14,51,real
Brazil,2020-03-13,151,99,150,real
Brazil,2020-03-14,151,0,149,real
Brazil,2020-03-15,162,11,160,real
Brazil,2020-03-16,200,38,198,real
Brazil,2020-03-17,321,121,319,real
Brazil,2020-03-18,372,51,368,real
Brazil,2020-03-19,621,249,617,real
Brazil,2020-03-20,793,172,780,real
Brazil,2020-03-21,1021,228,1008,real
Brazil,2020-03-22,1546,525,1526,real
Brazil,2020-03-23,1924,378,1899,real
Brazil,2020-03-24,2247,323,2216,real
Brazil,2020-03-25,2554,307,2516,real
Brazil,2020-03-26,2985,431,2933,real
Brazil,2020-03-27,3417,432,3266,real
Brazil,2020-03-28,3904,487,3753,real
Brazil,2020-03-29,4256,352,4094,real
Brazil,2020-03-30,4579,323,4379,real
Brazil,2020-03-31,5717,1138,5396,real
Brazil,2020-04-01,6836,1119,6464,real
Brazil,2020-04-02,8044,1208,7423,real
Brazil,2020-04-03,9056,1012,8263,real
Brazil,2020-04-04,10360,1304,9339,real
Brazil,2020-04-05,11130,770,9584,real
Brazil,2020-04-06,12161,1031,10237,real
Brazil,2020-04-07,14034,1873,11787,real
Brazil,2020-04-08,16170,2136,13616,real
Brazil,2020-04-09,18092,1922,15107,real
Brazil,2020-04-10,19638,1546,16221,real
Brazil,2020-04-11,20727,1089,16823,real
Brazil,2020-04-12,22192,1465,17936,real
Brazil,2020-04-13,23430,1238,18851,real
Brazil,2020-04-14,25262,1832,19545,real
Brazil,2020-04-15,28320,3058,21484,real
Brazil,2020-04-16,30425,2105,22381,real
Brazil,2020-04-17,33682,3257,24626,real
Brazil,2020-04-18,36658,2976,26298,real
Brazil,2020-04-19,38654,1996,27524,real
Brazil,2020-04-20,40743,2089,28582,real
Brazil,2020-04-21,43079,2336,29045,real
Brazil,2020-04-22,45757,2678,29587,real
Brazil,2020-04-23,50036,4279,31944,real
Brazil,2020-04-24,54043,4007,34405,real
Brazil,2020-04-25,59324,5281,38597,real
Brazil,2020-04-26,63100,3776,40908,real
Brazil,2020-04-27,67446,4346,44016,real
Brazil,2020-04-28,73235,5789,47973,real
Brazil,2020-04-29,79685,6450,51365,real
Brazil,2020-04-30,87187,7502,56762,real
Brazil,2020-05-01,92202,5015,58520,real
Brazil,2020-05-02,97100,4898,60442,real
Brazil,2020-05-03,101826,4726,63172,real
Brazil,2020-05-04,108620,6794,67877,real
Brazil,2020-05-05,115455,6835,72376,real
Brazil,2020-05-06,126611,11156,80854,real
Brazil,2020-05-07,135313,8702,85277,prediction
Brazil,2020-05-08,145292,9979,91249,prediction
Brazil,2020-05-09,156262,10970,96938,prediction
Brazil,2020-05-10,168552,12290,105452,prediction
Brazil,2020-05-11,181051,12499,113605,prediction
Brazil,2020-05-12,194722,13671,121487,prediction
Brazil,2020-05-13,209511,14789,129826,prediction
Brazil,2020-05-14,225447,15936,138260,prediction
Brazil,2020-05-15,242450,17003,150248,prediction
Brazil,2020-05-16,260811,18361,163711,prediction
Brazil,2020-05-17,280578,19767,178752,prediction
Brazil,2020-05-18,301832,21254,193212,prediction
Brazil,2020-05-19,324672,22840,209217,prediction
Brazil,2020-05-20,347864,23192,221253,prediction
Brazil,2020-05-21,372340,24476,237027,prediction
Brazil,2020-05-22,398035,25695,252743,prediction
Brazil,2020-05-23,424835,26800,268573,prediction
Brazil,2020-05-24,452557,27722,284005,prediction
Brazil,2020-05-25,481392,28835,300341,prediction
Brazil,2020-05-26,511268,29876,316546,prediction
Brazil,2020-05-27,542113,30845,332602,prediction
Brazil,2020-05-28,573874,31761,348427,prediction
Brazil,2020-05-29,606544,32670,364094,prediction
Brazil,2020-05-30,640048,33504,379237,prediction
Brazil,2020-05-31,674316,34268,393738,prediction
Brazil,2020-06-01,709278,34962,407446,prediction
Brazil,2020-06-02,744863,35585,420191,prediction
Brazil,2020-06-03,780980,36117,433116,prediction
Brazil,2020-06-04,817535,36555,445195,prediction
Brazil,2020-06-05,854431,36896,456396,prediction
Brazil,2020-06-06,891563,37132,466728,prediction
Brazil,2020-06-07,928818,37255,476261,prediction
Brazil,2020-06-08,966080,37262,484688,prediction
Brazil,2020-06-09,1003228,37148,491960,prediction
Brazil,2020-06-10,1040136,36908,498023,prediction
Brazil,2020-06-11,1076675,36539,502801,prediction
Brazil,2020-06-12,1112713,36038,506169,prediction
Brazil,2020-06-13,1148115,35402,508067,prediction
Brazil,2020-06-14,1182747,34632,508431,prediction
Brazil,2020-06-15,1216472,33725,507194,prediction
Brazil,2020-06-16,1249155,32683,504292,prediction
Brazil,2020-06-17,1280662,31507,499682,prediction
Brazil,2020-06-18,1310861,30199,493326,prediction
Brazil,2020-06-19,1339623,28762,485192,prediction
Brazil,2020-06-20,1366824,27201,475261,prediction
Brazil,2020-06-21,1392344,25520,463526,prediction
Brazil,2020-06-22,1416069,23725,449989,prediction
Brazil,2020-06-23,1437892,21823,434664,prediction
Brazil,2020-06-24,1457713,19821,417577,prediction
Brazil,2020-06-25,1475441,17728,398766,prediction
China,2020-01-22,548,548,548,real
China,2020-01-23,643,95,643,real
China,2020-01-24,920,277,920,real
China,2020-01-25,1406,486,1406,real
China,2020-01-26,2075,669,2075,real
China,2020-01-27,2877,802,2877,real
China,2020-01-28,5509,2632,5509,real
China,2020-01-29,6087,578,6087,real
China,2020-01-30,8141,2054,8141,real
China,2020-01-31,9802,1661,9802,real
China,2020-02-01,11891,2089,11891,real
China,2020-02-02,16630,4739,16630,real
China,2020-02-03,19716,3086,19716,real
China,2020-02-04,23707,3991,23707,real
China,2020-02-05,27440,3733,26892,real
China,2020-02-06,30587,3147,29944,real
China,2020-02-07,34110,3523,33190,real
China,2020-02-08,36814,2704,35408,real
China,2020-02-09,39829,3015,37754,real
China,2020-02-10,42354,2525,39477,real
China,2020-02-11,44386,2032,38877,real
China,2020-02-12,44759,373,38672,real
China,2020-02-13,59895,15136,51754,real
China,2020-02-14,66358,6463,56556,real
China,2020-02-15,68413,2055,56522,real
China,2020-02-16,70513,2100,53883,real
China,2020-02-17,72434,1921,52718,real
China,2020-02-18,74211,1777,50504,real
China,2020-02-19,74619,408,47179,real
China,2020-02-20,75077,458,44490,real
China,2020-02-21,75550,473,41440,real
China,2020-02-22,77001,1451,40187,real
China,2020-02-23,77022,21,37193,real
China,2020-02-24,77241,219,34887,real
China,2020-02-25,77754,513,33368,real
China,2020-02-26,78166,412,33407,real
China,2020-02-27,78600,434,18705,real
China,2020-02-28,78928,328,12570,real
China,2020-02-29,79356,428,10943,real
China,2020-03-01,79932,576,9419,real
China,2020-03-02,80136,204,7702,real
China,2020-03-03,80261,125,6050,real
China,2020-03-04,80386,125,5767,real
China,2020-03-05,80537,151,5460,real
China,2020-03-06,80690,153,5140,real
China,2020-03-07,80770,80,3769,real
China,2020-03-08,80823,53,3801,real
China,2020-03-09,80860,37,3619,real
China,2020-03-10,80887,27,3133,real
China,2020-03-11,80921,34,2755,real
China,2020-03-12,80932,11,2332,real
China,2020-03-13,80945,13,2017,real
China,2020-03-14,80977,32,1621,real
China,2020-03-15,81003,26,1071,real
China,2020-03-16,81033,30,897,real
China,2020-03-17,81058,25,797,real
China,2020-03-18,81102,44,716,real
China,2020-03-19,81156,54,619,real
China,2020-03-20,81250,94,560,real
China,2020-03-21,81305,55,535,real
China,2020-03-22,81435,130,612,real
China,2020-03-23,81498,63,638,real
China,2020-03-24,81591,93,704,real
China,2020-03-25,81661,70,740,real
China,2020-03-26,81782,121,850,real
China,2020-03-27,81897,115,952,real
China,2020-03-28,81999,102,1022,real
China,2020-03-29,82122,123,1119,real
China,2020-03-30,82198,76,1165,real
China,2020-03-31,82279,81,1221,real
China,2020-04-01,82361,82,1259,real
China,2020-04-02,82432,71,1276,real
China,2020-04-03,82511,79,1261,real
China,2020-04-04,82543,32,1238,real
China,2020-04-05,82602,59,1167,real
China,2020-04-06,82665,63,1167,real
China,2020-04-07,82718,53,1127,real
China,2020-04-08,82809,91,1148,real
China,2020-04-09,82883,74,1101,real
China,2020-04-10,82941,58,1044,real
China,2020-04-11,83014,73,1015,real
China,2020-04-12,83134,120,1012,real
China,2020-04-13,83213,79,1015,real
China,2020-04-14,83306,93,1027,real
China,2020-04-15,83356,50,995,real
China,2020-04-16,83403,47,971,real
China,2020-04-17,83760,357,1249,real
China,2020-04-18,83787,27,1244,real
China,2020-04-19,83805,18,1203,real
China,2020-04-20,83817,12,1152,real
China,2020-04-21,83853,36,1135,real
China,2020-04-22,83868,15,1059,real
China,2020-04-23,83884,16,1001,real
China,2020-04-24,83899,15,958,real
China,2020-04-25,83909,10,895,real
China,2020-04-26,83912,3,778,real
China,2020-04-27,83918,6,705,real
China,2020-04-28,83940,22,634,real
China,2020-04-29,83944,4,588,real
China,2020-04-30,83956,12,553,real
China,2020-05-01,83959,3,199,real
China,2020-05-02,83959,0,172,real
China,2020-05-03,83964,5,159,real
China,2020-05-04,83966,2,149,real
China,2020-05-05,83968,2,115,real
China,2020-05-06,83970,2,102,real
China,2020-05-07,84137,167,253,prediction
China,2020-05-08,84305,168,406,prediction
China,2020-05-09,84473,168,564,prediction
China,2020-05-10,84641,168,729,prediction
China,2020-05-11,84810,169,892,prediction
China,2020-05-12,84979,169,1039,prediction
China,2020-05-13,85148,169,1204,prediction
China,2020-05-14,85318,170,1362,prediction
China,2020-05-15,85488,170,1529,prediction
China,2020-05-16,85658,170,1699,prediction
China,2020-05-17,85829,171,1865,prediction
China,2020-05-18,86000,171,2034,prediction
China,2020-05-19,86172,172,2204,prediction
China,2020-05-20,86344,172,2374,prediction
China,2020-05-21,86516,172,2379,prediction
China,2020-05-22,86689,173,2384,prediction
China,2020-05-23,86862,173,2389,prediction
China,2020-05-24,87035,173,2394,prediction
China,2020-05-25,87209,174,2399,prediction
China,2020-05-26,87383,174,2404,prediction
China,2020-05-27,87557,174,2409,prediction
China,2020-05-28,87732,175,2414,prediction
China,2020-05-29,87907,175,2419,prediction
China,2020-05-30,88082,175,2424,prediction
China,2020-05-31,88258,176,2429,prediction
China,2020-06-01,88434,176,2434,prediction
China,2020-06-02,88610,176,2438,prediction
China,2020-06-03,88787,177,2443,prediction
China,2020-06-04,88964,177,2448,prediction
China,2020-06-05,89141,177,2452,prediction
China,2020-06-06,89319,178,2457,prediction
China,2020-06-07,89497,178,2462,prediction
China,2020-06-08,89675,178,2466,prediction
China,2020-06-09,89854,179,2471,prediction
China,2020-06-10,90033,179,2476,prediction
China,2020-06-11,90213,180,2481,prediction
China,2020-06-12,90393,180,2486,prediction
China,2020-06-13,90573,180,2491,prediction
China,2020-06-14,90754,181,2496,prediction
China,2020-06-15,90935,181,2501,prediction
China,2020-06-16,91116,181,2506,prediction
China,2020-06-17,91298,182,2511,prediction
China,2020-06-18,91480,182,2516,prediction
China,2020-06-19,91662,182,2521,prediction
China,2020-06-20,91845,183,2526,prediction
China,2020-06-21,92028,183,2531,prediction
China,2020-06-22,92212,184,2537,prediction
China,2020-06-23,92396,184,2542,prediction
China,2020-06-24,92580,184,2547,prediction
China,2020-06-25,92765,185,2552,prediction
