state,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
RN,2020-04-05,243,27,234,real
RN,2020-04-06,247,4,234,real
RN,2020-04-07,255,8,241,real
RN,2020-04-08,263,8,249,real
RN,2020-04-09,263,0,244,real
RN,2020-04-10,264,1,236,real
RN,2020-04-11,290,26,245,real
RN,2020-04-12,342,52,275,real
RN,2020-04-13,377,35,302,real
RN,2020-04-14,400,23,318,real
RN,2020-04-15,400,0,307,real
RN,2020-04-16,400,0,295,prediction
RN,2020-04-17,400,0,223,prediction
RN,2020-04-18,400,0,184,prediction
RN,2020-04-19,400,0,157,prediction
RN,2020-04-20,400,0,153,prediction
RN,2020-04-21,400,0,145,prediction
RN,2020-04-22,400,0,137,prediction
RN,2020-04-23,400,0,137,prediction
RN,2020-04-24,400,0,136,prediction
RN,2020-04-25,400,0,110,prediction
RN,2020-04-26,400,0,58,prediction
RN,2020-04-27,400,0,23,prediction
RN,2020-04-28,400,0,0,prediction
RN,2020-04-29,400,0,0,prediction
RN,2020-04-30,400,0,0,prediction
RN,2020-05-01,400,0,0,prediction
RN,2020-05-02,400,0,0,prediction
RN,2020-05-03,400,0,0,prediction
RN,2020-05-04,400,0,0,prediction
RN,2020-05-05,400,0,0,prediction
RN,2020-05-06,400,0,0,prediction
RN,2020-05-07,400,0,0,prediction
RN,2020-05-08,400,0,0,prediction
RN,2020-05-09,400,0,0,prediction
RN,2020-05-10,400,0,0,prediction
RN,2020-05-11,400,0,0,prediction
RN,2020-05-12,400,0,0,prediction
RN,2020-05-13,400,0,0,prediction
RN,2020-05-14,400,0,0,prediction
RN,2020-05-15,400,0,0,prediction
RN,2020-05-16,400,0,0,prediction
RN,2020-05-17,400,0,0,prediction
RN,2020-05-18,400,0,0,prediction
RN,2020-05-19,400,0,0,prediction
RN,2020-05-20,400,0,0,prediction
RR,2020-03-21,2,2,2,real
RR,2020-03-22,2,0,2,real
RR,2020-03-23,2,0,2,real
RR,2020-03-24,8,6,8,real
RR,2020-03-25,8,0,8,real
RR,2020-03-26,10,2,10,real
RR,2020-03-27,12,2,12,real
RR,2020-03-28,16,4,16,real
RR,2020-03-29,16,0,16,real
RR,2020-03-30,16,0,16,real
RR,2020-03-31,22,6,22,real
RR,2020-04-01,22,0,22,real
RR,2020-04-02,30,8,30,real
RR,2020-04-03,37,7,37,real
RR,2020-04-04,42,5,40,real
RR,2020-04-05,42,0,40,real
RR,2020-04-06,42,0,40,real
RR,2020-04-07,49,7,41,real
RR,2020-04-08,52,3,44,real
RR,2020-04-09,63,11,53,real
RR,2020-04-10,75,12,63,real
RR,2020-04-11,79,4,63,real
RR,2020-04-12,83,4,67,real
RR,2020-04-13,113,30,97,real
RR,2020-04-14,114,1,92,real
RR,2020-04-15,142,28,120,real
RR,2020-04-16,142,0,112,prediction
RR,2020-04-17,142,0,105,prediction
RR,2020-04-18,142,0,100,prediction
RR,2020-04-19,142,0,100,prediction
RR,2020-04-20,142,0,100,prediction
RR,2020-04-21,142,0,93,prediction
RR,2020-04-22,142,0,90,prediction
RR,2020-04-23,142,0,79,prediction
RR,2020-04-24,142,0,67,prediction
RR,2020-04-25,142,0,63,prediction
RR,2020-04-26,142,0,59,prediction
RR,2020-04-27,142,0,29,prediction
RR,2020-04-28,142,0,28,prediction
RR,2020-04-29,142,0,0,prediction
RR,2020-04-30,142,0,0,prediction
RR,2020-05-01,142,0,0,prediction
RR,2020-05-02,142,0,0,prediction
RR,2020-05-03,142,0,0,prediction
RR,2020-05-04,142,0,0,prediction
RR,2020-05-05,142,0,0,prediction
RR,2020-05-06,142,0,0,prediction
RR,2020-05-07,142,0,0,prediction
RR,2020-05-08,142,0,0,prediction
RR,2020-05-09,142,0,0,prediction
RR,2020-05-10,142,0,0,prediction
RR,2020-05-11,142,0,0,prediction
RR,2020-05-12,142,0,0,prediction
RR,2020-05-13,142,0,0,prediction
RR,2020-05-14,142,0,0,prediction
RR,2020-05-15,142,0,0,prediction
RR,2020-05-16,142,0,0,prediction
RR,2020-05-17,142,0,0,prediction
RR,2020-05-18,142,0,0,prediction
RR,2020-05-19,142,0,0,prediction
RR,2020-05-20,142,0,0,prediction
RS,2020-03-10,1,1,1,real
RS,2020-03-11,4,3,4,real
RS,2020-03-12,4,0,4,real
RS,2020-03-13,4,0,4,real
RS,2020-03-14,7,3,7,real
RS,2020-03-15,7,0,7,real
RS,2020-03-16,11,4,11,real
RS,2020-03-17,19,8,19,real
RS,2020-03-18,28,9,28,real
RS,2020-03-19,33,5,33,real
RS,2020-03-20,41,8,41,real
RS,2020-03-21,71,30,71,real
RS,2020-03-22,77,6,77,real
RS,2020-03-23,96,19,96,real
RS,2020-03-24,110,14,109,real
RS,2020-03-25,162,52,158,real
RS,2020-03-26,162,0,158,real
RS,2020-03-27,197,35,193,real
RS,2020-03-28,226,29,219,real
RS,2020-03-29,239,13,232,real
RS,2020-03-30,254,15,243,real
RS,2020-03-31,309,55,290,real
RS,2020-04-01,316,7,288,real
RS,2020-04-02,386,70,353,real
RS,2020-04-03,410,24,369,real
RS,2020-04-04,418,8,347,real
RS,2020-04-05,468,50,391,real
RS,2020-04-06,501,33,405,real
RS,2020-04-07,555,54,445,real
RS,2020-04-08,581,26,419,real
RS,2020-04-09,636,55,474,real
RS,2020-04-10,640,4,443,real
RS,2020-04-11,653,13,427,real
RS,2020-04-12,664,11,425,real
RS,2020-04-13,685,21,431,real
RS,2020-04-14,720,35,411,real
RS,2020-04-15,762,42,446,real
RS,2020-04-16,1058,296,672,prediction
RS,2020-04-17,1459,401,1049,prediction
RS,2020-04-18,1974,515,1556,prediction
RS,2020-04-19,2648,674,2180,prediction
RS,2020-04-20,3504,856,3003,prediction
RS,2020-04-21,4543,1039,3988,prediction
RS,2020-04-22,5805,1262,5224,prediction
RS,2020-04-23,7331,1526,6695,prediction
RS,2020-04-24,9122,1791,8482,prediction
RS,2020-04-25,11205,2083,10552,prediction
RS,2020-04-26,13086,1881,12422,prediction
RS,2020-04-27,15111,2025,14426,prediction
RS,2020-04-28,17354,2243,16634,prediction
RS,2020-04-29,19685,2331,18923,prediction
RS,2020-04-30,22131,2446,21073,prediction
RS,2020-05-01,24297,2166,22838,prediction
RS,2020-05-02,26372,2075,24398,prediction
RS,2020-05-03,28326,1954,25678,prediction
RS,2020-05-04,30118,1792,26614,prediction
RS,2020-05-05,31721,1603,27178,prediction
RS,2020-05-06,33285,1564,27480,prediction
RS,2020-05-07,34201,916,26870,prediction
RS,2020-05-08,34599,398,25477,prediction
RS,2020-05-09,34636,37,23431,prediction
RS,2020-05-10,34636,0,21550,prediction
RS,2020-05-11,34636,0,19525,prediction
RS,2020-05-12,34636,0,17282,prediction
RS,2020-05-13,34636,0,14951,prediction
RS,2020-05-14,34636,0,12505,prediction
RS,2020-05-15,34636,0,10339,prediction
RS,2020-05-16,34636,0,8264,prediction
RS,2020-05-17,34636,0,6310,prediction
RS,2020-05-18,34636,0,4518,prediction
RS,2020-05-19,34636,0,2915,prediction
RS,2020-05-20,34636,0,1351,prediction
SC,2020-03-12,2,2,2,real
SC,2020-03-13,3,1,3,real
SC,2020-03-14,5,2,5,real
SC,2020-03-15,6,1,6,real
SC,2020-03-16,6,0,6,real
SC,2020-03-17,7,1,7,real
SC,2020-03-18,14,7,14,real
SC,2020-03-19,21,7,21,real
SC,2020-03-20,40,19,40,real
SC,2020-03-21,57,17,57,real
SC,2020-03-22,68,11,68,real
SC,2020-03-23,86,18,86,real
SC,2020-03-24,86,0,86,real
SC,2020-03-25,114,28,114,real
SC,2020-03-26,142,28,140,real
SC,2020-03-27,155,13,152,real
SC,2020-03-28,175,20,170,real
SC,2020-03-29,197,22,191,real
SC,2020-03-30,219,22,213,real
SC,2020-03-31,235,16,228,real
SC,2020-04-01,247,12,233,real
SC,2020-04-02,281,34,260,real
SC,2020-04-03,301,20,261,real
SC,2020-04-04,356,55,299,real
SC,2020-04-05,379,23,311,real
SC,2020-04-06,426,47,340,real
SC,2020-04-07,457,31,371,real
SC,2020-04-08,501,44,387,real
SC,2020-04-09,693,192,551,real
SC,2020-04-10,717,24,562,real
SC,2020-04-11,732,15,557,real
SC,2020-04-12,776,44,579,real
SC,2020-04-13,826,50,607,real
SC,2020-04-14,853,27,618,real
SC,2020-04-15,853,0,606,real
SC,2020-04-16,853,0,572,prediction
SC,2020-04-17,853,0,552,prediction
SC,2020-04-18,853,0,497,prediction
SC,2020-04-19,853,0,474,prediction
SC,2020-04-20,853,0,427,prediction
SC,2020-04-21,853,0,396,prediction
SC,2020-04-22,853,0,352,prediction
SC,2020-04-23,853,0,160,prediction
SC,2020-04-24,853,0,136,prediction
SC,2020-04-25,853,0,121,prediction
SC,2020-04-26,853,0,77,prediction
SC,2020-04-27,853,0,27,prediction
SC,2020-04-28,853,0,0,prediction
SC,2020-04-29,853,0,0,prediction
SC,2020-04-30,853,0,0,prediction
SC,2020-05-01,853,0,0,prediction
SC,2020-05-02,853,0,0,prediction
SC,2020-05-03,853,0,0,prediction
SC,2020-05-04,853,0,0,prediction
SC,2020-05-05,853,0,0,prediction
SC,2020-05-06,853,0,0,prediction
SC,2020-05-07,853,0,0,prediction
SC,2020-05-08,853,0,0,prediction
SC,2020-05-09,853,0,0,prediction
SC,2020-05-10,853,0,0,prediction
SC,2020-05-11,853,0,0,prediction
SC,2020-05-12,853,0,0,prediction
SC,2020-05-13,853,0,0,prediction
SC,2020-05-14,853,0,0,prediction
SC,2020-05-15,853,0,0,prediction
SC,2020-05-16,853,0,0,prediction
SC,2020-05-17,853,0,0,prediction
SC,2020-05-18,853,0,0,prediction
SC,2020-05-19,853,0,0,prediction
SC,2020-05-20,853,0,0,prediction
SP,2020-02-26,1,1,1,real
SP,2020-02-27,1,0,1,real
SP,2020-02-28,1,0,1,real
SP,2020-02-29,2,1,2,real
SP,2020-03-01,2,0,2,real
SP,2020-03-02,2,0,2,real
SP,2020-03-03,2,0,2,real
SP,2020-03-04,3,1,3,real
SP,2020-03-05,6,3,6,real
SP,2020-03-06,10,4,10,real
SP,2020-03-07,13,3,13,real
SP,2020-03-08,16,3,16,real
SP,2020-03-09,16,0,16,real
SP,2020-03-10,19,3,19,real
SP,2020-03-11,30,11,29,real
SP,2020-03-12,46,16,45,real
SP,2020-03-13,56,10,55,real
SP,2020-03-14,64,8,62,real
SP,2020-03-15,111,47,109,real
SP,2020-03-16,152,41,150,real
SP,2020-03-17,164,12,162,real
SP,2020-03-18,231,67,228,real
SP,2020-03-19,282,51,276,real
SP,2020-03-20,397,115,387,real
SP,2020-03-21,512,115,499,real
SP,2020-03-22,628,116,612,real
SP,2020-03-23,747,119,731,real
SP,2020-03-24,812,65,793,real
SP,2020-03-25,867,55,837,real
SP,2020-03-26,1057,190,1011,real
SP,2020-03-27,1227,170,1171,real
SP,2020-03-28,1292,65,1228,real
SP,2020-03-29,1357,65,1246,real
SP,2020-03-30,1517,160,1365,real
SP,2020-03-31,2341,824,2177,real
SP,2020-04-01,2982,641,2751,real
SP,2020-04-02,3519,537,3237,real
SP,2020-04-03,4049,530,3652,real
SP,2020-04-04,4463,414,3951,real
SP,2020-04-05,4610,147,3982,real
SP,2020-04-06,4867,257,4120,real
SP,2020-04-07,5682,815,4870,real
SP,2020-04-08,6708,1026,5841,real
SP,2020-04-09,7480,772,6423,real
SP,2020-04-10,8214,734,6987,real
SP,2020-04-11,8419,205,7127,real
SP,2020-04-12,8755,336,7398,real
SP,2020-04-13,8895,140,7378,real
SP,2020-04-14,9371,476,7030,real
SP,2020-04-15,11043,1672,8061,real
SP,2020-04-16,12330,1287,8811,prediction
SP,2020-04-17,13463,1133,9414,prediction
SP,2020-04-18,14872,1409,10409,prediction
SP,2020-04-19,16596,1724,11986,prediction
SP,2020-04-20,18487,1891,13620,prediction
SP,2020-04-21,20958,2471,15276,prediction
SP,2020-04-22,23828,2870,17120,prediction
SP,2020-04-23,26957,3129,19477,prediction
SP,2020-04-24,30431,3474,22217,prediction
SP,2020-04-25,33894,3463,25475,prediction
SP,2020-04-26,37912,4018,29157,prediction
SP,2020-04-27,42613,4701,33718,prediction
SP,2020-04-28,47106,4493,37735,prediction
SP,2020-04-29,51824,4718,40781,prediction
SP,2020-04-30,56950,5126,44620,prediction
SP,2020-05-01,62121,5171,48658,prediction
SP,2020-05-02,67387,5266,52515,prediction
SP,2020-05-03,73000,5613,56404,prediction
SP,2020-05-04,78726,5726,60239,prediction
SP,2020-05-05,84599,5873,63641,prediction
SP,2020-05-06,90116,5517,66288,prediction
SP,2020-05-07,95376,5260,68419,prediction
SP,2020-05-08,100741,5365,70310,prediction
SP,2020-05-09,106002,5261,72108,prediction
SP,2020-05-10,110897,4895,72985,prediction
SP,2020-05-11,115683,4786,73070,prediction
SP,2020-05-12,120258,4575,73152,prediction
SP,2020-05-13,124326,4068,72502,prediction
SP,2020-05-14,127599,3273,70649,prediction
SP,2020-05-15,130384,2785,68263,prediction
SP,2020-05-16,132689,2305,65302,prediction
SP,2020-05-17,134417,1728,61417,prediction
SP,2020-05-18,135384,967,56658,prediction
SP,2020-05-19,135636,252,51037,prediction
SP,2020-05-20,135636,0,45520,prediction
