;municipio;uf;date;casos confirmados;mortes;casss_interpolados;mortes_interpoladas
0;Acrelândia;AC;2020-02-20;;;0.0;0.0
1;Acrelândia;AC;2020-02-21;;;0.0;0.0
2;Acrelândia;AC;2020-02-22;;;0.0;0.0
3;Acrelândia;AC;2020-02-23;;;0.0;0.0
4;Acrelândia;AC;2020-02-24;;;0.0;0.0
5;Acrelândia;AC;2020-02-25;;;0.0;0.0
6;Acrelândia;AC;2020-02-26;;;0.0;0.0
7;Acrelândia;AC;2020-02-27;;;0.0;0.0
8;Acrelândia;AC;2020-02-28;;;0.0;0.0
9;Acrelândia;AC;2020-02-29;;;0.0;0.0
10;Acrelândia;AC;2020-03-01;;;0.0;0.0
11;Acrelândia;AC;2020-03-02;;;0.0;0.0
12;Acrelândia;AC;2020-03-03;;;0.0;0.0
13;Acrelândia;AC;2020-03-04;;;0.0;0.0
14;Acrelândia;AC;2020-03-05;;;0.0;0.0
15;Acrelândia;AC;2020-03-06;;;0.0;0.0
16;Acrelândia;AC;2020-03-07;;;0.0;0.0
17;Acrelândia;AC;2020-03-08;;;0.0;0.0
18;Acrelândia;AC;2020-03-09;;;0.0;0.0
19;Acrelândia;AC;2020-03-10;;;0.0;0.0
20;Acrelândia;AC;2020-03-11;;;0.0;0.0
21;Acrelândia;AC;2020-03-12;;;0.0;0.0
22;Acrelândia;AC;2020-03-13;;;0.0;0.0
23;Acrelândia;AC;2020-03-14;;;0.0;0.0
24;Acrelândia;AC;2020-03-15;;;0.0;0.0
25;Acrelândia;AC;2020-03-16;;;0.0;0.0
26;Acrelândia;AC;2020-03-17;;;0.0;0.0
27;Acrelândia;AC;2020-03-18;;;0.0;0.0
28;Acrelândia;AC;2020-03-19;;;0.0;0.0
29;Acrelândia;AC;2020-03-20;;;0.0;0.0
30;Acrelândia;AC;2020-03-21;;;0.0;0.0
31;Acrelândia;AC;2020-03-22;;;0.0;0.0
32;Acrelândia;AC;2020-03-23;;;0.0;0.0
33;Acrelândia;AC;2020-03-24;;;0.0;0.0
34;Acrelândia;AC;2020-03-25;;;0.0;0.0
35;Acrelândia;AC;2020-03-26;;;0.0;0.0
36;Acrelândia;AC;2020-03-27;;;0.0;0.0
37;Acrelândia;AC;2020-03-28;;;0.0;0.0
38;Acrelândia;AC;2020-03-29;2.0;;2.0;0.0
39;Acrelândia;AC;2020-03-30;;;2.0;0.0
40;Alagoinhas;BA;2020-02-20;;;0.0;0.0
41;Alagoinhas;BA;2020-02-21;;;0.0;0.0
42;Alagoinhas;BA;2020-02-22;;;0.0;0.0
43;Alagoinhas;BA;2020-02-23;;;0.0;0.0
44;Alagoinhas;BA;2020-02-24;;;0.0;0.0
45;Alagoinhas;BA;2020-02-25;;;0.0;0.0
46;Alagoinhas;BA;2020-02-26;;;0.0;0.0
47;Alagoinhas;BA;2020-02-27;;;0.0;0.0
48;Alagoinhas;BA;2020-02-28;;;0.0;0.0
49;Alagoinhas;BA;2020-02-29;;;0.0;0.0
50;Alagoinhas;BA;2020-03-01;;;0.0;0.0
51;Alagoinhas;BA;2020-03-02;;;0.0;0.0
52;Alagoinhas;BA;2020-03-03;;;0.0;0.0
53;Alagoinhas;BA;2020-03-04;;;0.0;0.0
54;Alagoinhas;BA;2020-03-05;;;0.0;0.0
55;Alagoinhas;BA;2020-03-06;;;0.0;0.0
56;Alagoinhas;BA;2020-03-07;;;0.0;0.0
57;Alagoinhas;BA;2020-03-08;;;0.0;0.0
58;Alagoinhas;BA;2020-03-09;;;0.0;0.0
59;Alagoinhas;BA;2020-03-10;;;0.0;0.0
60;Alagoinhas;BA;2020-03-11;;;0.0;0.0
61;Alagoinhas;BA;2020-03-12;;;0.0;0.0
62;Alagoinhas;BA;2020-03-13;;;0.0;0.0
63;Alagoinhas;BA;2020-03-14;;;0.0;0.0
64;Alagoinhas;BA;2020-03-15;;;0.0;0.0
65;Alagoinhas;BA;2020-03-16;;;0.0;0.0
66;Alagoinhas;BA;2020-03-17;;;0.0;0.0
67;Alagoinhas;BA;2020-03-18;;;0.0;0.0
68;Alagoinhas;BA;2020-03-19;;;0.0;0.0
69;Alagoinhas;BA;2020-03-20;;;0.0;0.0
70;Alagoinhas;BA;2020-03-21;;;0.0;0.0
71;Alagoinhas;BA;2020-03-22;;;0.0;0.0
72;Alagoinhas;BA;2020-03-23;;;0.0;0.0
73;Alagoinhas;BA;2020-03-24;;;0.0;0.0
74;Alagoinhas;BA;2020-03-25;;;0.0;0.0
75;Alagoinhas;BA;2020-03-26;1.0;;1.0;0.0
76;Alagoinhas;BA;2020-03-27;1.0;;1.0;0.0
77;Alagoinhas;BA;2020-03-28;1.0;;1.0;0.0
78;Alagoinhas;BA;2020-03-29;1.0;;1.0;0.0
79;Alagoinhas;BA;2020-03-30;;;1.0;0.0
80;Alvorada;RS;2020-02-20;;;0.0;0.0
81;Alvorada;RS;2020-02-21;;;0.0;0.0
82;Alvorada;RS;2020-02-22;;;0.0;0.0
83;Alvorada;RS;2020-02-23;;;0.0;0.0
84;Alvorada;RS;2020-02-24;;;0.0;0.0
85;Alvorada;RS;2020-02-25;;;0.0;0.0
86;Alvorada;RS;2020-02-26;;;0.0;0.0
87;Alvorada;RS;2020-02-27;;;0.0;0.0
88;Alvorada;RS;2020-02-28;;;0.0;0.0
89;Alvorada;RS;2020-02-29;;;0.0;0.0
90;Alvorada;RS;2020-03-01;;;0.0;0.0
91;Alvorada;RS;2020-03-02;;;0.0;0.0
92;Alvorada;RS;2020-03-03;;;0.0;0.0
93;Alvorada;RS;2020-03-04;;;0.0;0.0
94;Alvorada;RS;2020-03-05;;;0.0;0.0
95;Alvorada;RS;2020-03-06;;;0.0;0.0
96;Alvorada;RS;2020-03-07;;;0.0;0.0
97;Alvorada;RS;2020-03-08;;;0.0;0.0
98;Alvorada;RS;2020-03-09;;;0.0;0.0
99;Alvorada;RS;2020-03-10;;;0.0;0.0
100;Alvorada;RS;2020-03-11;;;0.0;0.0
101;Alvorada;RS;2020-03-12;;;0.0;0.0
102;Alvorada;RS;2020-03-13;;;0.0;0.0
103;Alvorada;RS;2020-03-14;;;0.0;0.0
104;Alvorada;RS;2020-03-15;;;0.0;0.0
105;Alvorada;RS;2020-03-16;;;0.0;0.0
106;Alvorada;RS;2020-03-17;;;0.0;0.0
107;Alvorada;RS;2020-03-18;;;0.0;0.0
108;Alvorada;RS;2020-03-19;1.0;;1.0;0.0
109;Alvorada;RS;2020-03-20;1.0;;1.0;0.0
110;Alvorada;RS;2020-03-21;2.0;;2.0;0.0
111;Alvorada;RS;2020-03-22;2.0;;2.0;0.0
112;Alvorada;RS;2020-03-23;2.0;;2.0;0.0
113;Alvorada;RS;2020-03-24;2.0;;2.0;0.0
114;Alvorada;RS;2020-03-25;2.0;;2.0;0.0
115;Alvorada;RS;2020-03-26;2.0;;2.0;0.0
116;Alvorada;RS;2020-03-27;2.0;;2.0;0.0
117;Alvorada;RS;2020-03-28;2.0;;2.0;0.0
118;Alvorada;RS;2020-03-29;2.0;;2.0;0.0
119;Alvorada;RS;2020-03-30;;;2.0;0.0
120;Ananindeua;PA;2020-02-20;;;0.0;0.0
121;Ananindeua;PA;2020-02-21;;;0.0;0.0
122;Ananindeua;PA;2020-02-22;;;0.0;0.0
123;Ananindeua;PA;2020-02-23;;;0.0;0.0
124;Ananindeua;PA;2020-02-24;;;0.0;0.0
125;Ananindeua;PA;2020-02-25;;;0.0;0.0
126;Ananindeua;PA;2020-02-26;;;0.0;0.0
127;Ananindeua;PA;2020-02-27;;;0.0;0.0
128;Ananindeua;PA;2020-02-28;;;0.0;0.0
129;Ananindeua;PA;2020-02-29;;;0.0;0.0
130;Ananindeua;PA;2020-03-01;;;0.0;0.0
131;Ananindeua;PA;2020-03-02;;;0.0;0.0
132;Ananindeua;PA;2020-03-03;;;0.0;0.0
133;Ananindeua;PA;2020-03-04;;;0.0;0.0
134;Ananindeua;PA;2020-03-05;;;0.0;0.0
135;Ananindeua;PA;2020-03-06;;;0.0;0.0
136;Ananindeua;PA;2020-03-07;;;0.0;0.0
137;Ananindeua;PA;2020-03-08;;;0.0;0.0
138;Ananindeua;PA;2020-03-09;;;0.0;0.0
139;Ananindeua;PA;2020-03-10;;;0.0;0.0
140;Ananindeua;PA;2020-03-11;;;0.0;0.0
141;Ananindeua;PA;2020-03-12;;;0.0;0.0
142;Ananindeua;PA;2020-03-13;;;0.0;0.0
143;Ananindeua;PA;2020-03-14;;;0.0;0.0
144;Ananindeua;PA;2020-03-15;;;0.0;0.0
145;Ananindeua;PA;2020-03-16;;;0.0;0.0
146;Ananindeua;PA;2020-03-17;;;0.0;0.0
147;Ananindeua;PA;2020-03-18;;;0.0;0.0
148;Ananindeua;PA;2020-03-19;;;0.0;0.0
149;Ananindeua;PA;2020-03-20;;;0.0;0.0
150;Ananindeua;PA;2020-03-21;;;0.0;0.0
151;Ananindeua;PA;2020-03-22;;;0.0;0.0
152;Ananindeua;PA;2020-03-23;;;0.0;0.0
153;Ananindeua;PA;2020-03-24;;;0.0;0.0
154;Ananindeua;PA;2020-03-25;2.0;;2.0;0.0
155;Ananindeua;PA;2020-03-26;4.0;;4.0;0.0
156;Ananindeua;PA;2020-03-27;4.0;;4.0;0.0
157;Ananindeua;PA;2020-03-28;4.0;;4.0;0.0
158;Ananindeua;PA;2020-03-29;4.0;;4.0;0.0
159;Ananindeua;PA;2020-03-30;;;4.0;0.0
160;Anori;AM;2020-02-20;;;0.0;0.0
161;Anori;AM;2020-02-21;;;0.0;0.0
162;Anori;AM;2020-02-22;;;0.0;0.0
163;Anori;AM;2020-02-23;;;0.0;0.0
164;Anori;AM;2020-02-24;;;0.0;0.0
165;Anori;AM;2020-02-25;;;0.0;0.0
166;Anori;AM;2020-02-26;;;0.0;0.0
167;Anori;AM;2020-02-27;;;0.0;0.0
168;Anori;AM;2020-02-28;;;0.0;0.0
169;Anori;AM;2020-02-29;;;0.0;0.0
170;Anori;AM;2020-03-01;;;0.0;0.0
171;Anori;AM;2020-03-02;;;0.0;0.0
172;Anori;AM;2020-03-03;;;0.0;0.0
173;Anori;AM;2020-03-04;;;0.0;0.0
174;Anori;AM;2020-03-05;;;0.0;0.0
175;Anori;AM;2020-03-06;;;0.0;0.0
176;Anori;AM;2020-03-07;;;0.0;0.0
177;Anori;AM;2020-03-08;;;0.0;0.0
178;Anori;AM;2020-03-09;;;0.0;0.0
179;Anori;AM;2020-03-10;;;0.0;0.0
180;Anori;AM;2020-03-11;;;0.0;0.0
181;Anori;AM;2020-03-12;;;0.0;0.0
182;Anori;AM;2020-03-13;;;0.0;0.0
183;Anori;AM;2020-03-14;;;0.0;0.0
184;Anori;AM;2020-03-15;;;0.0;0.0
185;Anori;AM;2020-03-16;;;0.0;0.0
186;Anori;AM;2020-03-17;;;0.0;0.0
187;Anori;AM;2020-03-18;;;0.0;0.0
188;Anori;AM;2020-03-19;;;0.0;0.0
189;Anori;AM;2020-03-20;;;0.0;0.0
190;Anori;AM;2020-03-21;;;0.0;0.0
191;Anori;AM;2020-03-22;;;0.0;0.0
192;Anori;AM;2020-03-23;;;0.0;0.0
193;Anori;AM;2020-03-24;;;0.0;0.0
194;Anori;AM;2020-03-25;;;0.0;0.0
195;Anori;AM;2020-03-26;;;0.0;0.0
196;Anori;AM;2020-03-27;;;0.0;0.0
197;Anori;AM;2020-03-28;;;0.0;0.0
198;Anori;AM;2020-03-29;1.0;;1.0;0.0
199;Anori;AM;2020-03-30;;;1.0;0.0
200;Anta Gorda;RS;2020-02-20;;;0.0;0.0
201;Anta Gorda;RS;2020-02-21;;;0.0;0.0
202;Anta Gorda;RS;2020-02-22;;;0.0;0.0
203;Anta Gorda;RS;2020-02-23;;;0.0;0.0
204;Anta Gorda;RS;2020-02-24;;;0.0;0.0
205;Anta Gorda;RS;2020-02-25;;;0.0;0.0
206;Anta Gorda;RS;2020-02-26;;;0.0;0.0
207;Anta Gorda;RS;2020-02-27;;;0.0;0.0
208;Anta Gorda;RS;2020-02-28;;;0.0;0.0
209;Anta Gorda;RS;2020-02-29;;;0.0;0.0
210;Anta Gorda;RS;2020-03-01;;;0.0;0.0
211;Anta Gorda;RS;2020-03-02;;;0.0;0.0
212;Anta Gorda;RS;2020-03-03;;;0.0;0.0
213;Anta Gorda;RS;2020-03-04;;;0.0;0.0
214;Anta Gorda;RS;2020-03-05;;;0.0;0.0
215;Anta Gorda;RS;2020-03-06;;;0.0;0.0
216;Anta Gorda;RS;2020-03-07;;;0.0;0.0
217;Anta Gorda;RS;2020-03-08;;;0.0;0.0
218;Anta Gorda;RS;2020-03-09;;;0.0;0.0
219;Anta Gorda;RS;2020-03-10;;;0.0;0.0
220;Anta Gorda;RS;2020-03-11;;;0.0;0.0
221;Anta Gorda;RS;2020-03-12;;;0.0;0.0
222;Anta Gorda;RS;2020-03-13;;;0.0;0.0
223;Anta Gorda;RS;2020-03-14;;;0.0;0.0
224;Anta Gorda;RS;2020-03-15;;;0.0;0.0
225;Anta Gorda;RS;2020-03-16;;;0.0;0.0
226;Anta Gorda;RS;2020-03-17;;;0.0;0.0
227;Anta Gorda;RS;2020-03-18;;;0.0;0.0
228;Anta Gorda;RS;2020-03-19;;;0.0;0.0
229;Anta Gorda;RS;2020-03-20;;;0.0;0.0
230;Anta Gorda;RS;2020-03-21;;;0.0;0.0
231;Anta Gorda;RS;2020-03-22;;;0.0;0.0
232;Anta Gorda;RS;2020-03-23;;;0.0;0.0
233;Anta Gorda;RS;2020-03-24;1.0;;1.0;0.0
234;Anta Gorda;RS;2020-03-25;2.0;;2.0;0.0
235;Anta Gorda;RS;2020-03-26;2.0;;2.0;0.0
236;Anta Gorda;RS;2020-03-27;2.0;;2.0;0.0
237;Anta Gorda;RS;2020-03-28;2.0;;2.0;0.0
238;Anta Gorda;RS;2020-03-29;2.0;;2.0;0.0
239;Anta Gorda;RS;2020-03-30;;;2.0;0.0
240;Antônio Carlos;SC;2020-02-20;;;0.0;0.0
241;Antônio Carlos;SC;2020-02-21;;;0.0;0.0
242;Antônio Carlos;SC;2020-02-22;;;0.0;0.0
243;Antônio Carlos;SC;2020-02-23;;;0.0;0.0
244;Antônio Carlos;SC;2020-02-24;;;0.0;0.0
245;Antônio Carlos;SC;2020-02-25;;;0.0;0.0
246;Antônio Carlos;SC;2020-02-26;;;0.0;0.0
247;Antônio Carlos;SC;2020-02-27;;;0.0;0.0
248;Antônio Carlos;SC;2020-02-28;;;0.0;0.0
249;Antônio Carlos;SC;2020-02-29;;;0.0;0.0
250;Antônio Carlos;SC;2020-03-01;;;0.0;0.0
251;Antônio Carlos;SC;2020-03-02;;;0.0;0.0
252;Antônio Carlos;SC;2020-03-03;;;0.0;0.0
253;Antônio Carlos;SC;2020-03-04;;;0.0;0.0
254;Antônio Carlos;SC;2020-03-05;;;0.0;0.0
255;Antônio Carlos;SC;2020-03-06;;;0.0;0.0
256;Antônio Carlos;SC;2020-03-07;;;0.0;0.0
257;Antônio Carlos;SC;2020-03-08;;;0.0;0.0
258;Antônio Carlos;SC;2020-03-09;;;0.0;0.0
259;Antônio Carlos;SC;2020-03-10;;;0.0;0.0
260;Antônio Carlos;SC;2020-03-11;;;0.0;0.0
261;Antônio Carlos;SC;2020-03-12;;;0.0;0.0
262;Antônio Carlos;SC;2020-03-13;;;0.0;0.0
263;Antônio Carlos;SC;2020-03-14;;;0.0;0.0
264;Antônio Carlos;SC;2020-03-15;;;0.0;0.0
265;Antônio Carlos;SC;2020-03-16;;;0.0;0.0
266;Antônio Carlos;SC;2020-03-17;;;0.0;0.0
267;Antônio Carlos;SC;2020-03-18;;;0.0;0.0
268;Antônio Carlos;SC;2020-03-19;;;0.0;0.0
269;Antônio Carlos;SC;2020-03-20;;;0.0;0.0
270;Antônio Carlos;SC;2020-03-21;;;0.0;0.0
271;Antônio Carlos;SC;2020-03-22;;;0.0;0.0
272;Antônio Carlos;SC;2020-03-23;;;0.0;0.0
273;Antônio Carlos;SC;2020-03-24;;;0.0;0.0
274;Antônio Carlos;SC;2020-03-25;;;0.0;0.0
275;Antônio Carlos;SC;2020-03-26;;;0.0;0.0
276;Antônio Carlos;SC;2020-03-27;1.0;;1.0;0.0
277;Antônio Carlos;SC;2020-03-28;1.0;;1.0;0.0
278;Antônio Carlos;SC;2020-03-29;1.0;;1.0;0.0
279;Antônio Carlos;SC;2020-03-30;;;1.0;0.0
280;Anápolis;GO;2020-02-20;;;0.0;0.0
281;Anápolis;GO;2020-02-21;;;0.0;0.0
282;Anápolis;GO;2020-02-22;;;0.0;0.0
283;Anápolis;GO;2020-02-23;;;0.0;0.0
284;Anápolis;GO;2020-02-24;;;0.0;0.0
285;Anápolis;GO;2020-02-25;;;0.0;0.0
286;Anápolis;GO;2020-02-26;;;0.0;0.0
287;Anápolis;GO;2020-02-27;;;0.0;0.0
288;Anápolis;GO;2020-02-28;;;0.0;0.0
289;Anápolis;GO;2020-02-29;;;0.0;0.0
290;Anápolis;GO;2020-03-01;;;0.0;0.0
291;Anápolis;GO;2020-03-02;;;0.0;0.0
292;Anápolis;GO;2020-03-03;;;0.0;0.0
293;Anápolis;GO;2020-03-04;;;0.0;0.0
294;Anápolis;GO;2020-03-05;;;0.0;0.0
295;Anápolis;GO;2020-03-06;;;0.0;0.0
296;Anápolis;GO;2020-03-07;;;0.0;0.0
297;Anápolis;GO;2020-03-08;;;0.0;0.0
298;Anápolis;GO;2020-03-09;;;0.0;0.0
299;Anápolis;GO;2020-03-10;;;0.0;0.0
300;Anápolis;GO;2020-03-11;;;0.0;0.0
301;Anápolis;GO;2020-03-12;;;0.0;0.0
302;Anápolis;GO;2020-03-13;;;0.0;0.0
303;Anápolis;GO;2020-03-14;;;0.0;0.0
304;Anápolis;GO;2020-03-15;;;0.0;0.0
305;Anápolis;GO;2020-03-16;2.0;;2.0;0.0
306;Anápolis;GO;2020-03-17;2.0;;2.0;0.0
307;Anápolis;GO;2020-03-18;2.0;;2.0;0.0
308;Anápolis;GO;2020-03-19;2.0;;2.0;0.0
309;Anápolis;GO;2020-03-20;2.0;;2.0;0.0
310;Anápolis;GO;2020-03-21;2.0;;2.0;0.0
311;Anápolis;GO;2020-03-22;2.0;;2.0;0.0
312;Anápolis;GO;2020-03-23;2.0;;2.0;0.0
313;Anápolis;GO;2020-03-24;3.0;;3.0;0.0
314;Anápolis;GO;2020-03-25;3.0;;3.0;0.0
315;Anápolis;GO;2020-03-26;3.0;;3.0;0.0
316;Anápolis;GO;2020-03-27;3.0;;3.0;0.0
317;Anápolis;GO;2020-03-28;4.0;;4.0;0.0
318;Anápolis;GO;2020-03-29;4.0;;4.0;0.0
319;Anápolis;GO;2020-03-30;;;4.0;0.0
320;Aparecida de Goiânia;GO;2020-02-20;;;0.0;0.0
321;Aparecida de Goiânia;GO;2020-02-21;;;0.0;0.0
322;Aparecida de Goiânia;GO;2020-02-22;;;0.0;0.0
323;Aparecida de Goiânia;GO;2020-02-23;;;0.0;0.0
324;Aparecida de Goiânia;GO;2020-02-24;;;0.0;0.0
325;Aparecida de Goiânia;GO;2020-02-25;;;0.0;0.0
326;Aparecida de Goiânia;GO;2020-02-26;;;0.0;0.0
327;Aparecida de Goiânia;GO;2020-02-27;;;0.0;0.0
328;Aparecida de Goiânia;GO;2020-02-28;;;0.0;0.0
329;Aparecida de Goiânia;GO;2020-02-29;;;0.0;0.0
330;Aparecida de Goiânia;GO;2020-03-01;;;0.0;0.0
331;Aparecida de Goiânia;GO;2020-03-02;;;0.0;0.0
332;Aparecida de Goiânia;GO;2020-03-03;;;0.0;0.0
333;Aparecida de Goiânia;GO;2020-03-04;;;0.0;0.0
334;Aparecida de Goiânia;GO;2020-03-05;;;0.0;0.0
335;Aparecida de Goiânia;GO;2020-03-06;;;0.0;0.0
336;Aparecida de Goiânia;GO;2020-03-07;;;0.0;0.0
337;Aparecida de Goiânia;GO;2020-03-08;;;0.0;0.0
338;Aparecida de Goiânia;GO;2020-03-09;;;0.0;0.0
339;Aparecida de Goiânia;GO;2020-03-10;;;0.0;0.0
340;Aparecida de Goiânia;GO;2020-03-11;;;0.0;0.0
341;Aparecida de Goiânia;GO;2020-03-12;;;0.0;0.0
342;Aparecida de Goiânia;GO;2020-03-13;;;0.0;0.0
343;Aparecida de Goiânia;GO;2020-03-14;;;0.0;0.0
344;Aparecida de Goiânia;GO;2020-03-15;;;0.0;0.0
345;Aparecida de Goiânia;GO;2020-03-16;;;0.0;0.0
346;Aparecida de Goiânia;GO;2020-03-17;;;0.0;0.0
347;Aparecida de Goiânia;GO;2020-03-18;1.0;;1.0;0.0
348;Aparecida de Goiânia;GO;2020-03-19;1.0;;1.0;0.0
349;Aparecida de Goiânia;GO;2020-03-20;1.0;;1.0;0.0
350;Aparecida de Goiânia;GO;2020-03-21;2.0;;2.0;0.0
351;Aparecida de Goiânia;GO;2020-03-22;1.0;;1.0;0.0
352;Aparecida de Goiânia;GO;2020-03-23;2.0;;2.0;0.0
353;Aparecida de Goiânia;GO;2020-03-24;2.0;;2.0;0.0
354;Aparecida de Goiânia;GO;2020-03-25;2.0;;2.0;0.0
355;Aparecida de Goiânia;GO;2020-03-26;2.0;;2.0;0.0
356;Aparecida de Goiânia;GO;2020-03-27;2.0;;2.0;0.0
357;Aparecida de Goiânia;GO;2020-03-28;2.0;;2.0;0.0
358;Aparecida de Goiânia;GO;2020-03-29;2.0;;2.0;0.0
359;Aparecida de Goiânia;GO;2020-03-30;;;2.0;0.0
360;Aquiraz;CE;2020-02-20;;;0.0;0.0
361;Aquiraz;CE;2020-02-21;;;0.0;0.0
362;Aquiraz;CE;2020-02-22;;;0.0;0.0
363;Aquiraz;CE;2020-02-23;;;0.0;0.0
364;Aquiraz;CE;2020-02-24;;;0.0;0.0
365;Aquiraz;CE;2020-02-25;;;0.0;0.0
366;Aquiraz;CE;2020-02-26;;;0.0;0.0
367;Aquiraz;CE;2020-02-27;;;0.0;0.0
368;Aquiraz;CE;2020-02-28;;;0.0;0.0
369;Aquiraz;CE;2020-02-29;;;0.0;0.0
370;Aquiraz;CE;2020-03-01;;;0.0;0.0
371;Aquiraz;CE;2020-03-02;;;0.0;0.0
372;Aquiraz;CE;2020-03-03;;;0.0;0.0
373;Aquiraz;CE;2020-03-04;;;0.0;0.0
374;Aquiraz;CE;2020-03-05;;;0.0;0.0
375;Aquiraz;CE;2020-03-06;;;0.0;0.0
376;Aquiraz;CE;2020-03-07;;;0.0;0.0
377;Aquiraz;CE;2020-03-08;;;0.0;0.0
378;Aquiraz;CE;2020-03-09;;;0.0;0.0
379;Aquiraz;CE;2020-03-10;;;0.0;0.0
380;Aquiraz;CE;2020-03-11;;;0.0;0.0
381;Aquiraz;CE;2020-03-12;;;0.0;0.0
382;Aquiraz;CE;2020-03-13;;;0.0;0.0
383;Aquiraz;CE;2020-03-14;;;0.0;0.0
384;Aquiraz;CE;2020-03-15;;;0.0;0.0
385;Aquiraz;CE;2020-03-16;1.0;;1.0;0.0
386;Aquiraz;CE;2020-03-17;1.0;;1.0;0.0
387;Aquiraz;CE;2020-03-18;1.0;;1.0;0.0
388;Aquiraz;CE;2020-03-19;1.0;;1.0;0.0
389;Aquiraz;CE;2020-03-20;1.0;;1.0;0.0
390;Aquiraz;CE;2020-03-21;4.0;;4.0;0.0
391;Aquiraz;CE;2020-03-22;5.0;;5.0;0.0
392;Aquiraz;CE;2020-03-23;6.0;;6.0;0.0
393;Aquiraz;CE;2020-03-24;6.0;;6.0;0.0
394;Aquiraz;CE;2020-03-25;6.0;;6.0;0.0
395;Aquiraz;CE;2020-03-26;6.0;;6.0;0.0
396;Aquiraz;CE;2020-03-27;6.0;;6.0;0.0
397;Aquiraz;CE;2020-03-28;7.0;;7.0;0.0
398;Aquiraz;CE;2020-03-29;7.0;;7.0;0.0
399;Aquiraz;CE;2020-03-30;;;7.0;0.0
400;Aracaju;SE;2020-02-20;;;0.0;0.0
401;Aracaju;SE;2020-02-21;;;0.0;0.0
402;Aracaju;SE;2020-02-22;;;0.0;0.0
403;Aracaju;SE;2020-02-23;;;0.0;0.0
404;Aracaju;SE;2020-02-24;;;0.0;0.0
405;Aracaju;SE;2020-02-25;;;0.0;0.0
406;Aracaju;SE;2020-02-26;;;0.0;0.0
407;Aracaju;SE;2020-02-27;;;0.0;0.0
408;Aracaju;SE;2020-02-28;;;0.0;0.0
409;Aracaju;SE;2020-02-29;;;0.0;0.0
410;Aracaju;SE;2020-03-01;;;0.0;0.0
411;Aracaju;SE;2020-03-02;;;0.0;0.0
412;Aracaju;SE;2020-03-03;;;0.0;0.0
413;Aracaju;SE;2020-03-04;;;0.0;0.0
414;Aracaju;SE;2020-03-05;;;0.0;0.0
415;Aracaju;SE;2020-03-06;;;0.0;0.0
416;Aracaju;SE;2020-03-07;;;0.0;0.0
417;Aracaju;SE;2020-03-08;;;0.0;0.0
418;Aracaju;SE;2020-03-09;;;0.0;0.0
419;Aracaju;SE;2020-03-10;;;0.0;0.0
420;Aracaju;SE;2020-03-11;;;0.0;0.0
421;Aracaju;SE;2020-03-12;;;0.0;0.0
422;Aracaju;SE;2020-03-13;;;0.0;0.0
423;Aracaju;SE;2020-03-14;1.0;;1.0;0.0
424;Aracaju;SE;2020-03-15;1.0;;1.0;0.0
425;Aracaju;SE;2020-03-16;5.0;;5.0;0.0
426;Aracaju;SE;2020-03-17;5.0;;5.0;0.0
427;Aracaju;SE;2020-03-18;5.0;;5.0;0.0
428;Aracaju;SE;2020-03-19;5.0;;5.0;0.0
429;Aracaju;SE;2020-03-20;5.0;;5.0;0.0
430;Aracaju;SE;2020-03-21;7.0;;7.0;0.0
431;Aracaju;SE;2020-03-22;7.0;;7.0;0.0
432;Aracaju;SE;2020-03-23;7.0;;7.0;0.0
433;Aracaju;SE;2020-03-24;12.0;;12.0;0.0
434;Aracaju;SE;2020-03-25;13.0;;13.0;0.0
435;Aracaju;SE;2020-03-26;13.0;;13.0;0.0
436;Aracaju;SE;2020-03-27;13.0;;13.0;0.0
437;Aracaju;SE;2020-03-28;13.0;;13.0;0.0
438;Aracaju;SE;2020-03-29;13.0;;13.0;0.0
439;Aracaju;SE;2020-03-30;;;13.0;0.0
440;Araguaína;TO;2020-02-20;;;0.0;0.0
441;Araguaína;TO;2020-02-21;;;0.0;0.0
442;Araguaína;TO;2020-02-22;;;0.0;0.0
443;Araguaína;TO;2020-02-23;;;0.0;0.0
444;Araguaína;TO;2020-02-24;;;0.0;0.0
445;Araguaína;TO;2020-02-25;;;0.0;0.0
446;Araguaína;TO;2020-02-26;;;0.0;0.0
447;Araguaína;TO;2020-02-27;;;0.0;0.0
448;Araguaína;TO;2020-02-28;;;0.0;0.0
449;Araguaína;TO;2020-02-29;;;0.0;0.0
450;Araguaína;TO;2020-03-01;;;0.0;0.0
451;Araguaína;TO;2020-03-02;;;0.0;0.0
452;Araguaína;TO;2020-03-03;;;0.0;0.0
453;Araguaína;TO;2020-03-04;;;0.0;0.0
454;Araguaína;TO;2020-03-05;;;0.0;0.0
455;Araguaína;TO;2020-03-06;;;0.0;0.0
456;Araguaína;TO;2020-03-07;;;0.0;0.0
457;Araguaína;TO;2020-03-08;;;0.0;0.0
458;Araguaína;TO;2020-03-09;;;0.0;0.0
459;Araguaína;TO;2020-03-10;;;0.0;0.0
460;Araguaína;TO;2020-03-11;;;0.0;0.0
461;Araguaína;TO;2020-03-12;;;0.0;0.0
462;Araguaína;TO;2020-03-13;;;0.0;0.0
463;Araguaína;TO;2020-03-14;;;0.0;0.0
464;Araguaína;TO;2020-03-15;;;0.0;0.0
465;Araguaína;TO;2020-03-16;;;0.0;0.0
466;Araguaína;TO;2020-03-17;;;0.0;0.0
467;Araguaína;TO;2020-03-18;;;0.0;0.0
468;Araguaína;TO;2020-03-19;;;0.0;0.0
