data,municipio,uf,casos confirmados,mortes,fonte,última atualização,validação,flag_cosistencia,flag_cosistencia_num
17/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,-999,Consistente,0
18/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,0,Consistente,0
20/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,0,Consistente,0
21/03/2020,Coronel Fabriciano,MG,2,,,Desconhecida,1,Consistente,0
22/03/2020,Coronel Fabriciano,MG,2,,,Desconhecida,0,Consistente,0
23/03/2020,Coronel Fabriciano,MG,2,,,Desconhecida,0,Consistente,0
24/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,-1,Consistente,0
25/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Coronel Fabriciano,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,Coronel Fabriciano,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Coronel Fabriciano,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Coronel Fabriciano,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
09/03/2020,Divinópolis,MG,1,,,Desconhecida,-999,Consistente,0
10/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
11/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
12/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
13/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
14/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
15/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
16/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
17/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
18/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
20/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
21/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
24/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
25/03/2020,Divinópolis,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Divinópolis,MG,2,,,Desconhecida,1,Consistente,0
27/03/2020,Divinópolis,MG,6,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,4,Consistente,0
28/03/2020,Divinópolis,MG,5,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,-1,Consistente,0
29/03/2020,Divinópolis,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,2,Consistente,0
29/03/2020,Extrema,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,-999,Consistente,0
26/03/2020,Governador Valadares,MG,1,,,Desconhecida,-999,Consistente,0
27/03/2020,Governador Valadares,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Governador Valadares,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Governador Valadares,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,1,Consistente,0
28/03/2020,Guimarânia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,-999,Consistente,0
29/03/2020,Guimarânia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
12/03/2020,Ipatinga,MG,1,,,Desconhecida,-999,Consistente,0
13/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
14/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
15/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
16/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
17/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
18/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
20/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
21/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
24/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
25/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Ipatinga,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,Ipatinga,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Ipatinga,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Ipatinga,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
14/03/2020,Juiz de Fora,MG,1,,,Desconhecida,-999,Consistente,0
15/03/2020,Juiz de Fora,MG,2,,,Desconhecida,1,Consistente,0
16/03/2020,Juiz de Fora,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12286-informe-epidemiologico-coronavirus-16-03-2020,Desconhecida,0,Consistente,0
17/03/2020,Juiz de Fora,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12298-informe-epidemiologico-coronavirus-06-03-2020,Desconhecida,0,Consistente,0
18/03/2020,Juiz de Fora,MG,2,,,Desconhecida,0,Consistente,0
19/03/2020,Juiz de Fora,MG,2,,,Desconhecida,0,Consistente,0
20/03/2020,Juiz de Fora,MG,5,,,Desconhecida,3,Consistente,0
21/03/2020,Juiz de Fora,MG,5,,,Desconhecida,0,Consistente,0
22/03/2020,Juiz de Fora,MG,5,,,Desconhecida,0,Consistente,0
23/03/2020,Juiz de Fora,MG,8,,,Desconhecida,3,Consistente,0
24/03/2020,Juiz de Fora,MG,8,,,Desconhecida,0,Consistente,0
25/03/2020,Juiz de Fora,MG,8,,,Desconhecida,0,Consistente,0
26/03/2020,Juiz de Fora,MG,8,,,Desconhecida,0,Consistente,0
27/03/2020,Juiz de Fora,MG,11,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,3,Consistente,0
28/03/2020,Juiz de Fora,MG,11,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Juiz de Fora,MG,11,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
24/03/2020,Lagoa da Prata,MG,1,,,Desconhecida,-999,Consistente,0
25/03/2020,Lagoa da Prata,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Lagoa da Prata,MG,2,,,Desconhecida,1,Consistente,0
27/03/2020,Lagoa da Prata,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Lagoa da Prata,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Lagoa da Prata,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
23/03/2020,Lagoa de Prata,MG,1,,,Desconhecida,-999,Consistente,0
20/03/2020,Mariana,MG,1,,,Desconhecida,-999,Consistente,0
21/03/2020,Mariana,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Mariana,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Mariana,MG,2,,,Desconhecida,1,Consistente,0
24/03/2020,Mariana,MG,2,,,Desconhecida,0,Consistente,0
25/03/2020,Mariana,MG,2,,,Desconhecida,0,Consistente,0
26/03/2020,Mariana,MG,2,,,Desconhecida,0,Consistente,0
27/03/2020,Mariana,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Mariana,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Mariana,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Muriaé,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,-999,Consistente,0
22/03/2020,Não informado,MG,29,,,Desconhecida,-999,Consistente,0
23/03/2020,Não informado,MG,28,,,Desconhecida,-1,Consistente,0
24/03/2020,Não informado,MG,2,,,Desconhecida,-26,Inconsistente,1
26/03/2020,Não informado,MG,5,,,Desconhecida,3,Consistente,0
27/03/2020,Não informado,MG,5,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Não informado,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,-2,Inconsistente,1
29/03/2020,Não informado,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
17/03/2020,Nova Lima,MG,1,,,Desconhecida,-999,Consistente,0
18/03/2020,Nova Lima,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Nova Lima,MG,2,,,Desconhecida,1,Consistente,0
20/03/2020,Nova Lima,MG,4,,,Desconhecida,2,Consistente,0
21/03/2020,Nova Lima,MG,4,,,Desconhecida,0,Consistente,0
22/03/2020,Nova Lima,MG,4,,,Desconhecida,0,Consistente,0
23/03/2020,Nova Lima,MG,7,,,Desconhecida,3,Consistente,0
24/03/2020,Nova Lima,MG,7,,,Desconhecida,0,Consistente,0
25/03/2020,Nova Lima,MG,7,,,Desconhecida,0,Consistente,0
26/03/2020,Nova Lima,MG,11,,,Desconhecida,4,Consistente,0
27/03/2020,Nova Lima,MG,13,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,2,Consistente,0
28/03/2020,Nova Lima,MG,16,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,3,Consistente,0
29/03/2020,Nova Lima,MG,19,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,3,Consistente,0
27/03/2020,Patos de Minas,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,-999,Consistente,0
14/03/2020,Patrocínio,MG,1,,,Desconhecida,-999,Consistente,0
15/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
16/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
17/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
18/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
20/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
21/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
24/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
25/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Patrocínio,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,Patrocínio,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Patrocínio,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Patrocínio,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
20/03/2020,Poços de Caldas,MG,1,,,Desconhecida,-999,Consistente,0
21/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
24/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
25/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Poços de Caldas,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,Poços de Caldas,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Poços de Caldas,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Poços de Caldas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,1,Consistente,0
27/03/2020,Sabará,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,-999,Consistente,0
28/03/2020,Sabará,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,2,Consistente,0
29/03/2020,Sabará,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Santa Luzia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,-999,Consistente,0
21/03/2020,São João del Rei,MG,1,,,Desconhecida,-999,Consistente,0
25/03/2020,São João del Rei,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,São João del Rei,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,São João del Rei,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,São João del Rei,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,1,Consistente,0
29/03/2020,São João del Rei,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Serra do Salitre,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,-999,Consistente,0
17/03/2020,Sete Lagoas,MG,1,,,Desconhecida,-999,Consistente,0
18/03/2020,Sete Lagoas,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Sete Lagoas,MG,1,,,Desconhecida,0,Consistente,0
20/03/2020,Sete Lagoas,MG,1,,,Desconhecida,0,Consistente,0
21/03/2020,Sete Lagoas,MG,1,,,Desconhecida,0,Consistente,0
22/03/2020,Sete Lagoas,MG,1,,,Desconhecida,0,Consistente,0
23/03/2020,Sete Lagoas,MG,2,,,Desconhecida,1,Consistente,0
24/03/2020,Sete Lagoas,MG,2,,,Desconhecida,0,Consistente,0
25/03/2020,Sete Lagoas,MG,2,,,Desconhecida,0,Consistente,0
26/03/2020,Sete Lagoas,MG,2,,,Desconhecida,0,Consistente,0
27/03/2020,Sete Lagoas,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Sete Lagoas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Sete Lagoas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
23/03/2020,Timóteo,MG,1,,,Desconhecida,-999,Consistente,0
24/03/2020,Timóteo,MG,1,,,Desconhecida,0,Consistente,0
25/03/2020,Timóteo,MG,1,,,Desconhecida,0,Consistente,0
26/03/2020,Timóteo,MG,1,,,Desconhecida,0,Consistente,0
27/03/2020,Timóteo,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Timóteo,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Timóteo,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
20/03/2020,Uberaba,MG,1,,,Desconhecida,-999,Consistente,0
21/03/2020,Uberaba,MG,3,,,Desconhecida,2,Consistente,0
22/03/2020,Uberaba,MG,3,,,Desconhecida,0,Consistente,0
23/03/2020,Uberaba,MG,3,,,Desconhecida,0,Consistente,0
24/03/2020,Uberaba,MG,3,,,Desconhecida,0,Consistente,0
25/03/2020,Uberaba,MG,3,,,Desconhecida,0,Consistente,0
26/03/2020,Uberaba,MG,3,,,Desconhecida,0,Consistente,0
27/03/2020,Uberaba,MG,3,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Uberaba,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Uberaba,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
17/03/2020,Uberlândia,MG,1,,,Desconhecida,-999,Consistente,0
18/03/2020,Uberlândia,MG,1,,,Desconhecida,0,Consistente,0
19/03/2020,Uberlândia,MG,2,,,Desconhecida,1,Consistente,0
20/03/2020,Uberlândia,MG,1,,,Desconhecida,-1,Consistente,0
21/03/2020,Uberlândia,MG,4,,,Desconhecida,3,Consistente,0
22/03/2020,Uberlândia,MG,4,,,Desconhecida,0,Consistente,0
23/03/2020,Uberlândia,MG,6,,,Desconhecida,2,Consistente,0
24/03/2020,Uberlândia,MG,7,,,Desconhecida,1,Consistente,0
25/03/2020,Uberlândia,MG,7,,,Desconhecida,0,Consistente,0
26/03/2020,Uberlândia,MG,7,,,Desconhecida,0,Consistente,0
27/03/2020,Uberlândia,MG,7,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml",Desconhecida,0,Consistente,0
28/03/2020,Uberlândia,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020,Desconhecida,0,Consistente,0
29/03/2020,Uberlândia,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020,Desconhecida,0,Consistente,0
27/03/2020,Batayporã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml,Desconhecida,-999,Consistente,0
28/03/2020,Batayporã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml,Desconhecida,0,Consistente,0
29/03/2020,Batayporã,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml,Desconhecida,1,Consistente,0
14/03/2020,Campo Grande,MS,2,,,Desconhecida,-999,Consistente,0
15/03/2020,Campo Grande,MS,2,,,Desconhecida,0,Consistente,0
16/03/2020,Campo Grande,MS,4,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/16/sobe-para-4-os-casos-confirmados-de-novo-coronavirus-em-ms.ghtml,Desconhecida,2,Consistente,0
17/03/2020,Campo Grande,MS,6,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-17-03-2020.pdf,Desconhecida,2,Consistente,0
18/03/2020,Campo Grande,MS,7,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-18-03-2020-1.pdf,Desconhecida,1,Consistente,0
19/03/2020,Campo Grande,MS,8,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-19-03-2020.pdf,Desconhecida,1,Consistente,0
20/03/2020,Campo Grande,MS,11,,https://www.coronavirus.ms.gov.br/?p=190,Desconhecida,3,Consistente,0
21/03/2020,Campo Grande,MS,14,,,Desconhecida,3,Consistente,0
22/03/2020,Campo Grande,MS,19,,,Desconhecida,5,Consistente,0
23/03/2020,Campo Grande,MS,19,,,Desconhecida,0,Consistente,0
24/03/2020,Campo Grande,MS,22,,,Desconhecida,3,Consistente,0
25/03/2020,Campo Grande,MS,22,,,Desconhecida,0,Consistente,0
26/03/2020,Campo Grande,MS,23,,,Desconhecida,1,Consistente,0
27/03/2020,Campo Grande,MS,24,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml,Desconhecida,1,Consistente,0
28/03/2020,Campo Grande,MS,25,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml,Desconhecida,1,Consistente,0
29/03/2020,Campo Grande,MS,29,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml,Desconhecida,4,Consistente,0
28/03/2020,Dourados,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml,Desconhecida,-999,Consistente,0
29/03/2020,Dourados,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml,Desconhecida,0,Consistente,0
21/03/2020,Ponta Porã,MS,1,,,Desconhecida,-999,Consistente,0
22/03/2020,Ponta Porã,MS,1,,,Desconhecida,0,Consistente,0
23/03/2020,Ponta Porã,MS,1,,,Desconhecida,0,Consistente,0
24/03/2020,Ponta Porã,MS,1,,,Desconhecida,0,Consistente,0
25/03/2020,Ponta Porã,MS,1,,,Desconhecida,0,Consistente,0
26/03/2020,Ponta Porã,MS,1,,,Desconhecida,0,Consistente,0
27/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml,Desconhecida,0,Consistente,0
28/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml,Desconhecida,0,Consistente,0
29/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml,Desconhecida,0,Consistente,0
27/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml,Desconhecida,-999,Consistente,0
28/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml,Desconhecida,0,Consistente,0
29/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml,Desconhecida,0,Consistente,0
19/03/2020,Sidrolândia,MS,1,,,Desconhecida,-999,Consistente,0
20/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
21/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
22/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
23/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
24/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
25/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
26/03/2020,Sidrolândia,MS,1,,,Desconhecida,0,Consistente,0
27/03/2020,Sidrolândia,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml,Desconhecida,0,Consistente,0
