data,municipio,uf,casos confirmados,mortes
04/04/2020,Jaguaruna,SC,2,0.0
05/04/2020,Jaguaruna,SC,2,0.0
06/04/2020,Jaguaruna,SC,2,0.0
07/04/2020,Jaguaruna,SC,2,0.0
08/04/2020,Jaguaruna,SC,2,0.0
09/04/2020,Jaguaruna,SC,3,0.0
10/04/2020,Jaguaruna,SC,3,0.0
11/04/2020,Jaguaruna,SC,3,0.0
12/04/2020,Jaguaruna,SC,3,0.0
13/04/2020,Jaguaruna,SC,3,0.0
20/03/2020,Jaraguá do Sul,SC,1,
21/03/2020,Jaraguá do Sul,SC,1,
22/03/2020,Jaraguá do Sul,SC,1,
23/03/2020,Jaraguá do Sul,SC,2,
24/03/2020,Jaraguá do Sul,SC,2,
25/03/2020,Jaraguá do Sul,SC,2,
26/03/2020,Jaraguá do Sul,SC,2,
27/03/2020,Jaraguá do Sul,SC,2,
28/03/2020,Jaraguá do Sul,SC,2,
29/03/2020,Jaraguá do Sul,SC,2,
30/03/2020,Jaraguá do Sul,SC,3,
31/03/2020,Jaraguá do Sul,SC,3,
01/04/2020,Jaraguá do Sul,SC,4,0.0
02/04/2020,Jaraguá do Sul,SC,4,0.0
03/04/2020,Jaraguá do Sul,SC,5,0.0
04/04/2020,Jaraguá do Sul,SC,6,0.0
05/04/2020,Jaraguá do Sul,SC,6,0.0
06/04/2020,Jaraguá do Sul,SC,6,0.0
07/04/2020,Jaraguá do Sul,SC,6,0.0
08/04/2020,Jaraguá do Sul,SC,6,0.0
09/04/2020,Jaraguá do Sul,SC,9,0.0
10/04/2020,Jaraguá do Sul,SC,10,0.0
11/04/2020,Jaraguá do Sul,SC,10,0.0
12/04/2020,Jaraguá do Sul,SC,10,0.0
13/04/2020,Jaraguá do Sul,SC,10,0.0
02/04/2020,Joaçaba,SC,1,0.0
03/04/2020,Joaçaba,SC,1,0.0
04/04/2020,Joaçaba,SC,1,0.0
05/04/2020,Joaçaba,SC,1,0.0
06/04/2020,Joaçaba,SC,1,0.0
07/04/2020,Joaçaba,SC,1,0.0
08/04/2020,Joaçaba,SC,1,0.0
09/04/2020,Joaçaba,SC,1,0.0
10/04/2020,Joaçaba,SC,1,0.0
11/04/2020,Joaçaba,SC,1,0.0
12/04/2020,Joaçaba,SC,1,0.0
13/04/2020,Joaçaba,SC,1,0.0
13/03/2020,Joinville,SC,1,
14/03/2020,Joinville,SC,1,
15/03/2020,Joinville,SC,1,
16/03/2020,Joinville,SC,1,
17/03/2020,Joinville,SC,1,
18/03/2020,Joinville,SC,1,
19/03/2020,Joinville,SC,2,
20/03/2020,Joinville,SC,3,
21/03/2020,Joinville,SC,4,
22/03/2020,Joinville,SC,4,
23/03/2020,Joinville,SC,4,
24/03/2020,Joinville,SC,4,
25/03/2020,Joinville,SC,5,
26/03/2020,Joinville,SC,7,
27/03/2020,Joinville,SC,8,
28/03/2020,Joinville,SC,9,
29/03/2020,Joinville,SC,9,
30/03/2020,Joinville,SC,14,
31/03/2020,Joinville,SC,14,1.0
01/04/2020,Joinville,SC,14,1.0
02/04/2020,Joinville,SC,16,1.0
03/04/2020,Joinville,SC,17,1.0
04/04/2020,Joinville,SC,20,1.0
05/04/2020,Joinville,SC,25,1.0
06/04/2020,Joinville,SC,25,1.0
07/04/2020,Joinville,SC,26,1.0
08/04/2020,Joinville,SC,30,1.0
09/04/2020,Joinville,SC,49,1.0
10/04/2020,Joinville,SC,51,1.0
11/04/2020,Joinville,SC,52,1.0
12/04/2020,Joinville,SC,54,1.0
13/04/2020,Joinville,SC,58,2.0
27/03/2020,Lages,SC,1,
28/03/2020,Lages,SC,1,
29/03/2020,Lages,SC,1,
30/03/2020,Lages,SC,1,
31/03/2020,Lages,SC,1,
01/04/2020,Lages,SC,1,0.0
02/04/2020,Lages,SC,1,0.0
03/04/2020,Lages,SC,1,0.0
04/04/2020,Lages,SC,3,0.0
05/04/2020,Lages,SC,4,0.0
06/04/2020,Lages,SC,4,0.0
07/04/2020,Lages,SC,4,0.0
08/04/2020,Lages,SC,5,0.0
09/04/2020,Lages,SC,8,0.0
10/04/2020,Lages,SC,8,0.0
11/04/2020,Lages,SC,8,0.0
12/04/2020,Lages,SC,9,0.0
13/04/2020,Lages,SC,10,0.0
25/03/2020,Laguna,SC,1,
26/03/2020,Laguna,SC,1,
27/03/2020,Laguna,SC,1,
28/03/2020,Laguna,SC,1,
29/03/2020,Laguna,SC,1,
30/03/2020,Laguna,SC,1,
31/03/2020,Laguna,SC,1,
01/04/2020,Laguna,SC,1,0.0
02/04/2020,Laguna,SC,1,0.0
03/04/2020,Laguna,SC,1,0.0
04/04/2020,Laguna,SC,2,0.0
05/04/2020,Laguna,SC,3,0.0
06/04/2020,Laguna,SC,3,0.0
07/04/2020,Laguna,SC,3,0.0
08/04/2020,Laguna,SC,3,0.0
09/04/2020,Laguna,SC,4,0.0
10/04/2020,Laguna,SC,4,0.0
11/04/2020,Laguna,SC,4,0.0
12/04/2020,Laguna,SC,4,0.0
13/04/2020,Laguna,SC,4,0.0
03/04/2020,Mafra,SC,1,0.0
04/04/2020,Mafra,SC,1,0.0
05/04/2020,Mafra,SC,1,0.0
06/04/2020,Mafra,SC,1,0.0
07/04/2020,Mafra,SC,1,0.0
08/04/2020,Mafra,SC,1,0.0
09/04/2020,Mafra,SC,1,0.0
10/04/2020,Mafra,SC,1,0.0
11/04/2020,Mafra,SC,1,0.0
12/04/2020,Mafra,SC,1,0.0
13/04/2020,Mafra,SC,1,0.0
09/04/2020,Massaranduba,SC,1,1.0
10/04/2020,Massaranduba,SC,1,1.0
11/04/2020,Massaranduba,SC,1,1.0
12/04/2020,Massaranduba,SC,1,1.0
13/04/2020,Massaranduba,SC,1,1.0
03/04/2020,Morro da Fumaça,SC,1,0.0
04/04/2020,Morro da Fumaça,SC,1,0.0
05/04/2020,Morro da Fumaça,SC,1,0.0
06/04/2020,Morro da Fumaça,SC,1,0.0
07/04/2020,Morro da Fumaça,SC,1,0.0
08/04/2020,Morro da Fumaça,SC,1,0.0
09/04/2020,Morro da Fumaça,SC,2,0.0
10/04/2020,Morro da Fumaça,SC,2,0.0
11/04/2020,Morro da Fumaça,SC,2,0.0
12/04/2020,Morro da Fumaça,SC,2,0.0
13/04/2020,Morro da Fumaça,SC,2,0.0
30/03/2020,Não informado,SC,8,
31/03/2020,Não informado,SC,8,
01/04/2020,Não informado,SC,8,0.0
02/04/2020,Não informado,SC,8,0.0
03/04/2020,Não informado,SC,8,0.0
04/04/2020,Não informado,SC,9,0.0
05/04/2020,Não informado,SC,9,0.0
06/04/2020,Não informado,SC,10,0.0
07/04/2020,Não informado,SC,10,0.0
08/04/2020,Não informado,SC,11,0.0
09/04/2020,Não informado,SC,11,0.0
10/04/2020,Não informado,SC,8,0.0
11/04/2020,Não informado,SC,11,0.0
12/04/2020,Não informado,SC,11,0.0
13/04/2020,Não informado,SC,11,0.0
20/03/2020,Navegantes,SC,1,
21/03/2020,Navegantes,SC,1,
22/03/2020,Navegantes,SC,1,
23/03/2020,Navegantes,SC,1,
24/03/2020,Navegantes,SC,1,
25/03/2020,Navegantes,SC,3,
26/03/2020,Navegantes,SC,3,
27/03/2020,Navegantes,SC,3,
28/03/2020,Navegantes,SC,3,
29/03/2020,Navegantes,SC,3,
30/03/2020,Navegantes,SC,3,
31/03/2020,Navegantes,SC,3,
01/04/2020,Navegantes,SC,3,0.0
02/04/2020,Navegantes,SC,4,0.0
03/04/2020,Navegantes,SC,4,0.0
04/04/2020,Navegantes,SC,4,0.0
05/04/2020,Navegantes,SC,4,0.0
06/04/2020,Navegantes,SC,4,0.0
07/04/2020,Navegantes,SC,4,0.0
08/04/2020,Navegantes,SC,4,0.0
09/04/2020,Navegantes,SC,5,0.0
10/04/2020,Navegantes,SC,5,0.0
11/04/2020,Navegantes,SC,5,0.0
12/04/2020,Navegantes,SC,7,0.0
13/04/2020,Navegantes,SC,7,0.0
10/04/2020,Nova Trento,SC,1,0.0
11/04/2020,Nova Trento,SC,1,0.0
12/04/2020,Nova Trento,SC,1,0.0
13/04/2020,Nova Trento,SC,1,0.0
09/04/2020,Orleans,SC,1,0.0
10/04/2020,Orleans,SC,1,0.0
11/04/2020,Orleans,SC,1,0.0
12/04/2020,Orleans,SC,1,0.0
13/04/2020,Orleans,SC,2,0.0
03/04/2020,Palhoça,SC,1,0.0
04/04/2020,Palhoça,SC,3,0.0
05/04/2020,Palhoça,SC,3,0.0
06/04/2020,Palhoça,SC,3,0.0
07/04/2020,Palhoça,SC,3,1.0
08/04/2020,Palhoça,SC,4,1.0
09/04/2020,Palhoça,SC,7,1.0
10/04/2020,Palhoça,SC,6,1.0
11/04/2020,Palhoça,SC,6,1.0
12/04/2020,Palhoça,SC,9,1.0
13/04/2020,Palhoça,SC,11,1.0
28/03/2020,Papanduva,SC,2,
29/03/2020,Papanduva,SC,2,
30/03/2020,Papanduva,SC,2,
31/03/2020,Papanduva,SC,2,
01/04/2020,Papanduva,SC,2,0.0
02/04/2020,Papanduva,SC,2,0.0
03/04/2020,Papanduva,SC,2,0.0
04/04/2020,Papanduva,SC,2,0.0
05/04/2020,Papanduva,SC,2,0.0
06/04/2020,Papanduva,SC,2,0.0
07/04/2020,Papanduva,SC,2,0.0
08/04/2020,Papanduva,SC,2,0.0
09/04/2020,Papanduva,SC,2,0.0
10/04/2020,Papanduva,SC,2,0.0
11/04/2020,Papanduva,SC,2,0.0
12/04/2020,Papanduva,SC,2,0.0
13/04/2020,Papanduva,SC,2,0.0
02/04/2020,Paulo Lopes,SC,1,0.0
03/04/2020,Paulo Lopes,SC,1,0.0
04/04/2020,Paulo Lopes,SC,1,0.0
05/04/2020,Paulo Lopes,SC,2,0.0
06/04/2020,Paulo Lopes,SC,2,0.0
07/04/2020,Paulo Lopes,SC,2,0.0
08/04/2020,Paulo Lopes,SC,2,0.0
09/04/2020,Paulo Lopes,SC,1,0.0
10/04/2020,Paulo Lopes,SC,1,0.0
11/04/2020,Paulo Lopes,SC,1,0.0
12/04/2020,Paulo Lopes,SC,1,0.0
13/04/2020,Paulo Lopes,SC,1,0.0
04/04/2020,Pedras Grandes,SC,0,1.0
05/04/2020,Pedras Grandes,SC,1,1.0
06/04/2020,Pedras Grandes,SC,1,1.0
07/04/2020,Pedras Grandes,SC,1,1.0
08/04/2020,Pedras Grandes,SC,2,1.0
09/04/2020,Pedras Grandes,SC,2,1.0
10/04/2020,Pedras Grandes,SC,2,1.0
11/04/2020,Pedras Grandes,SC,2,1.0
12/04/2020,Pedras Grandes,SC,2,1.0
13/04/2020,Pedras Grandes,SC,2,1.0
30/03/2020,Pescaria Brava,SC,1,
31/03/2020,Pescaria Brava,SC,1,
01/04/2020,Pescaria Brava,SC,1,0.0
02/04/2020,Pescaria Brava,SC,1,0.0
03/04/2020,Pescaria Brava,SC,1,0.0
04/04/2020,Pescaria Brava,SC,1,0.0
05/04/2020,Pescaria Brava,SC,1,0.0
06/04/2020,Pescaria Brava,SC,1,0.0
07/04/2020,Pescaria Brava,SC,1,0.0
08/04/2020,Pescaria Brava,SC,1,0.0
09/04/2020,Pescaria Brava,SC,1,0.0
10/04/2020,Pescaria Brava,SC,1,0.0
11/04/2020,Pescaria Brava,SC,1,0.0
12/04/2020,Pescaria Brava,SC,1,0.0
13/04/2020,Pescaria Brava,SC,1,0.0
20/03/2020,Pomerode,SC,1,
21/03/2020,Pomerode,SC,1,
22/03/2020,Pomerode,SC,1,
23/03/2020,Pomerode,SC,1,
24/03/2020,Pomerode,SC,1,
25/03/2020,Pomerode,SC,1,
26/03/2020,Pomerode,SC,1,
27/03/2020,Pomerode,SC,1,
28/03/2020,Pomerode,SC,1,
29/03/2020,Pomerode,SC,1,
30/03/2020,Pomerode,SC,1,
31/03/2020,Pomerode,SC,1,
01/04/2020,Pomerode,SC,1,0.0
02/04/2020,Pomerode,SC,1,0.0
03/04/2020,Pomerode,SC,1,0.0
04/04/2020,Pomerode,SC,1,0.0
05/04/2020,Pomerode,SC,1,0.0
06/04/2020,Pomerode,SC,1,0.0
07/04/2020,Pomerode,SC,1,0.0
08/04/2020,Pomerode,SC,1,0.0
09/04/2020,Pomerode,SC,1,0.0
10/04/2020,Pomerode,SC,1,0.0
11/04/2020,Pomerode,SC,1,0.0
12/04/2020,Pomerode,SC,1,0.0
13/04/2020,Pomerode,SC,1,0.0
23/03/2020,Porto Belo,SC,2,
24/03/2020,Porto Belo,SC,2,
25/03/2020,Porto Belo,SC,2,
26/03/2020,Porto Belo,SC,3,
27/03/2020,Porto Belo,SC,3,
28/03/2020,Porto Belo,SC,4,
29/03/2020,Porto Belo,SC,4,
30/03/2020,Porto Belo,SC,4,
31/03/2020,Porto Belo,SC,4,
01/04/2020,Porto Belo,SC,4,0.0
02/04/2020,Porto Belo,SC,4,0.0
03/04/2020,Porto Belo,SC,4,0.0
04/04/2020,Porto Belo,SC,4,0.0
05/04/2020,Porto Belo,SC,4,0.0
06/04/2020,Porto Belo,SC,4,0.0
07/04/2020,Porto Belo,SC,4,0.0
08/04/2020,Porto Belo,SC,4,0.0
09/04/2020,Porto Belo,SC,5,0.0
10/04/2020,Porto Belo,SC,5,0.0
11/04/2020,Porto Belo,SC,5,1.0
12/04/2020,Porto Belo,SC,5,1.0
13/04/2020,Porto Belo,SC,5,1.0
14/03/2020,Rancho Queimado,SC,2,
15/03/2020,Rancho Queimado,SC,2,
16/03/2020,Rancho Queimado,SC,2,
17/03/2020,Rancho Queimado,SC,2,
18/03/2020,Rancho Queimado,SC,2,
19/03/2020,Rancho Queimado,SC,3,
20/03/2020,Rancho Queimado,SC,2,
21/03/2020,Rancho Queimado,SC,2,
22/03/2020,Rancho Queimado,SC,2,
23/03/2020,Rancho Queimado,SC,2,
24/03/2020,Rancho Queimado,SC,2,
25/03/2020,Rancho Queimado,SC,2,
26/03/2020,Rancho Queimado,SC,2,
27/03/2020,Rancho Queimado,SC,2,
28/03/2020,Rancho Queimado,SC,2,
29/03/2020,Rancho Queimado,SC,2,
30/03/2020,Rancho Queimado,SC,2,
31/03/2020,Rancho Queimado,SC,2,
01/04/2020,Rancho Queimado,SC,2,0.0
02/04/2020,Rancho Queimado,SC,2,0.0
03/04/2020,Rancho Queimado,SC,2,0.0
04/04/2020,Rancho Queimado,SC,2,0.0
05/04/2020,Rancho Queimado,SC,2,0.0
06/04/2020,Rancho Queimado,SC,2,0.0
07/04/2020,Rancho Queimado,SC,2,0.0
08/04/2020,Rancho Queimado,SC,2,0.0
09/04/2020,Rancho Queimado,SC,2,0.0
10/04/2020,Rancho Queimado,SC,2,0.0
11/04/2020,Rancho Queimado,SC,2,0.0
12/04/2020,Rancho Queimado,SC,2,0.0
13/04/2020,Rancho Queimado,SC,2,0.0
13/04/2020,Rio do Sul,SC,1,0.0
09/04/2020,Rio Negrinho,SC,1,0.0
10/04/2020,Rio Negrinho,SC,1,0.0
11/04/2020,Rio Negrinho,SC,1,0.0
12/04/2020,Rio Negrinho,SC,1,0.0
13/04/2020,Rio Negrinho,SC,1,0.0
09/04/2020,Rio Rufino,SC,1,0.0
10/04/2020,Rio Rufino,SC,1,0.0
11/04/2020,Rio Rufino,SC,1,0.0
12/04/2020,Rio Rufino,SC,1,0.0
13/04/2020,Rio Rufino,SC,1,0.0
07/04/2020,Sangão,SC,1,0.0
08/04/2020,Sangão,SC,1,0.0
09/04/2020,Sangão,SC,1,0.0
10/04/2020,Sangão,SC,1,0.0
11/04/2020,Sangão,SC,1,0.0
12/04/2020,Sangão,SC,1,0.0
13/04/2020,Sangão,SC,1,0.0
11/04/2020,Santa Cecília,SC,1,0.0
12/04/2020,Santa Cecília,SC,1,0.0
13/04/2020,Santa Cecília,SC,1,0.0
07/04/2020,Santa Rosa de Lima,SC,1,0.0
08/04/2020,Santa Rosa de Lima,SC,1,0.0
09/04/2020,Santa Rosa de Lima,SC,2,0.0
10/04/2020,Santa Rosa de Lima,SC,2,0.0
11/04/2020,Santa Rosa de Lima,SC,2,0.0
12/04/2020,Santa Rosa de Lima,SC,2,0.0
13/04/2020,Santa Rosa de Lima,SC,2,0.0
06/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
07/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
08/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
09/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
10/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
11/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
12/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
13/04/2020,Santo Amaro da Imperatriz,SC,1,0.0
08/04/2020,São Bento do Sul,SC,1,0.0
09/04/2020,São Bento do Sul,SC,1,0.0
10/04/2020,São Bento do Sul,SC,1,0.0
11/04/2020,São Bento do Sul,SC,1,0.0
12/04/2020,São Bento do Sul,SC,1,0.0
13/04/2020,São Bento do Sul,SC,1,0.0
05/04/2020,São Domingos,SC,1,0.0
06/04/2020,São Domingos,SC,1,0.0
07/04/2020,São Domingos,SC,1,0.0
08/04/2020,São Domingos,SC,1,0.0
09/04/2020,São Domingos,SC,1,0.0
10/04/2020,São Domingos,SC,3,0.0
11/04/2020,São Domingos,SC,3,0.0
12/04/2020,São Domingos,SC,3,0.0
13/04/2020,São Domingos,SC,3,0.0
28/03/2020,São Francisco do Sul,SC,1,
29/03/2020,São Francisco do Sul,SC,1,
30/03/2020,São Francisco do Sul,SC,1,
31/03/2020,São Francisco do Sul,SC,1,
01/04/2020,São Francisco do Sul,SC,1,0.0
02/04/2020,São Francisco do Sul,SC,1,0.0
03/04/2020,São Francisco do Sul,SC,1,0.0
04/04/2020,São Francisco do Sul,SC,2,0.0
05/04/2020,São Francisco do Sul,SC,2,0.0
06/04/2020,São Francisco do Sul,SC,2,0.0
07/04/2020,São Francisco do Sul,SC,2,0.0
08/04/2020,São Francisco do Sul,SC,2,0.0
09/04/2020,São Francisco do Sul,SC,2,0.0
10/04/2020,São Francisco do Sul,SC,2,0.0
11/04/2020,São Francisco do Sul,SC,2,0.0
12/04/2020,São Francisco do Sul,SC,2,0.0
13/04/2020,São Francisco do Sul,SC,2,0.0
19/03/2020,São José,SC,1,
20/03/2020,São José,SC,1,
21/03/2020,São José,SC,2,
22/03/2020,São José,SC,3,
23/03/2020,São José,SC,4,
24/03/2020,São José,SC,4,
25/03/2020,São José,SC,5,
26/03/2020,São José,SC,8,
27/03/2020,São José,SC,8,
28/03/2020,São José,SC,9,
29/03/2020,São José,SC,10,
30/03/2020,São José,SC,10,
31/03/2020,São José,SC,10,
01/04/2020,São José,SC,10,1.0
02/04/2020,São José,SC,12,1.0
03/04/2020,São José,SC,12,1.0
04/04/2020,São José,SC,15,1.0
05/04/2020,São José,SC,17,1.0
06/04/2020,São José,SC,17,1.0
07/04/2020,São José,SC,19,1.0
08/04/2020,São José,SC,20,1.0
09/04/2020,São José,SC,25,1.0
10/04/2020,São José,SC,25,1.0
11/04/2020,São José,SC,24,0.0
12/04/2020,São José,SC,24,0.0
13/04/2020,São José,SC,28,0.0
27/03/2020,São Lourenço do Oeste,SC,1,
28/03/2020,São Lourenço do Oeste,SC,1,
29/03/2020,São Lourenço do Oeste,SC,1,
30/03/2020,São Lourenço do Oeste,SC,1,
31/03/2020,São Lourenço do Oeste,SC,1,
01/04/2020,São Lourenço do Oeste,SC,1,0.0
02/04/2020,São Lourenço do Oeste,SC,1,0.0
03/04/2020,São Lourenço do Oeste,SC,1,0.0
04/04/2020,São Lourenço do Oeste,SC,1,0.0
05/04/2020,São Lourenço do Oeste,SC,1,0.0
06/04/2020,São Lourenço do Oeste,SC,1,0.0
07/04/2020,São Lourenço do Oeste,SC,1,0.0
08/04/2020,São Lourenço do Oeste,SC,1,0.0
09/04/2020,São Lourenço do Oeste,SC,1,0.0
10/04/2020,São Lourenço do Oeste,SC,2,0.0
11/04/2020,São Lourenço do Oeste,SC,2,0.0
12/04/2020,São Lourenço do Oeste,SC,2,0.0
13/04/2020,São Lourenço do Oeste,SC,2,0.0
25/03/2020,São Ludgero,SC,1,
26/03/2020,São Ludgero,SC,1,
27/03/2020,São Ludgero,SC,1,
28/03/2020,São Ludgero,SC,1,
29/03/2020,São Ludgero,SC,1,
30/03/2020,São Ludgero,SC,1,
31/03/2020,São Ludgero,SC,1,
01/04/2020,São Ludgero,SC,1,0.0
02/04/2020,São Ludgero,SC,2,0.0
03/04/2020,São Ludgero,SC,3,0.0
04/04/2020,São Ludgero,SC,3,1.0
05/04/2020,São Ludgero,SC,3,1.0
06/04/2020,São Ludgero,SC,3,1.0
07/04/2020,São Ludgero,SC,3,1.0
08/04/2020,São Ludgero,SC,3,1.0
09/04/2020,São Ludgero,SC,6,1.0
10/04/2020,São Ludgero,SC,6,1.0
11/04/2020,São Ludgero,SC,6,1.0
12/04/2020,São Ludgero,SC,6,1.0
13/04/2020,São Ludgero,SC,6,1.0
25/03/2020,São Pedro de Alcântara,SC,1,
26/03/2020,São Pedro de Alcântara,SC,1,
27/03/2020,São Pedro de Alcântara,SC,1,
28/03/2020,São Pedro de Alcântara,SC,1,
29/03/2020,São Pedro de Alcântara,SC,1,
30/03/2020,São Pedro de Alcântara,SC,1,
31/03/2020,São Pedro de Alcântara,SC,1,
01/04/2020,São Pedro de Alcântara,SC,1,0.0
02/04/2020,São Pedro de Alcântara,SC,1,0.0
03/04/2020,São Pedro de Alcântara,SC,1,0.0
04/04/2020,São Pedro de Alcântara,SC,1,0.0
05/04/2020,São Pedro de Alcântara,SC,1,0.0
06/04/2020,São Pedro de Alcântara,SC,1,0.0
07/04/2020,São Pedro de Alcântara,SC,1,0.0
08/04/2020,São Pedro de Alcântara,SC,1,0.0
09/04/2020,São Pedro de Alcântara,SC,1,0.0
10/04/2020,São Pedro de Alcântara,SC,1,0.0
11/04/2020,São Pedro de Alcântara,SC,1,0.0
12/04/2020,São Pedro de Alcântara,SC,1,0.0
13/04/2020,São Pedro de Alcântara,SC,1,0.0
09/04/2020,Schroeder,SC,1,0.0
10/04/2020,Schroeder,SC,1,0.0
11/04/2020,Schroeder,SC,1,0.0
12/04/2020,Schroeder,SC,1,0.0
13/04/2020,Schroeder,SC,1,0.0
26/03/2020,Siderópolis,SC,2,
27/03/2020,Siderópolis,SC,2,
28/03/2020,Siderópolis,SC,2,
29/03/2020,Siderópolis,SC,2,
30/03/2020,Siderópolis,SC,2,
31/03/2020,Siderópolis,SC,2,
01/04/2020,Siderópolis,SC,2,0.0
02/04/2020,Siderópolis,SC,2,0.0
03/04/2020,Siderópolis,SC,2,0.0
04/04/2020,Siderópolis,SC,3,0.0
05/04/2020,Siderópolis,SC,4,0.0
06/04/2020,Siderópolis,SC,5,0.0
07/04/2020,Siderópolis,SC,4,0.0
08/04/2020,Siderópolis,SC,4,0.0
09/04/2020,Siderópolis,SC,5,0.0
10/04/2020,Siderópolis,SC,5,0.0
11/04/2020,Siderópolis,SC,5,0.0
12/04/2020,Siderópolis,SC,5,0.0
13/04/2020,Siderópolis,SC,5,0.0
04/04/2020,Sombrio,SC,2,0.0
05/04/2020,Sombrio,SC,3,0.0
06/04/2020,Sombrio,SC,3,0.0
07/04/2020,Sombrio,SC,3,0.0
08/04/2020,Sombrio,SC,3,0.0
09/04/2020,Sombrio,SC,6,0.0
10/04/2020,Sombrio,SC,6,0.0
11/04/2020,Sombrio,SC,7,1.0
12/04/2020,Sombrio,SC,7,1.0
13/04/2020,Sombrio,SC,7,1.0
08/04/2020,Tangará,SC,1,0.0
09/04/2020,Tangará,SC,1,0.0
10/04/2020,Tangará,SC,1,0.0
11/04/2020,Tangará,SC,1,0.0
12/04/2020,Tangará,SC,1,0.0
13/04/2020,Tangará,SC,1,0.0
25/03/2020,Tijucas,SC,1,
26/03/2020,Tijucas,SC,1,
27/03/2020,Tijucas,SC,1,
28/03/2020,Tijucas,SC,1,
29/03/2020,Tijucas,SC,1,
30/03/2020,Tijucas,SC,1,
31/03/2020,Tijucas,SC,1,
01/04/2020,Tijucas,SC,1,0.0
02/04/2020,Tijucas,SC,1,0.0
03/04/2020,Tijucas,SC,1,0.0
04/04/2020,Tijucas,SC,1,0.0
05/04/2020,Tijucas,SC,2,0.0
06/04/2020,Tijucas,SC,2,0.0
07/04/2020,Tijucas,SC,2,0.0
08/04/2020,Tijucas,SC,2,0.0
09/04/2020,Tijucas,SC,3,0.0
10/04/2020,Tijucas,SC,3,0.0
11/04/2020,Tijucas,SC,3,0.0
12/04/2020,Tijucas,SC,3,0.0
13/04/2020,Tijucas,SC,4,0.0
26/03/2020,Timbé do Sul,SC,1,
27/03/2020,Timbé do Sul,SC,1,
28/03/2020,Timbé do Sul,SC,1,
29/03/2020,Timbé do Sul,SC,1,
30/03/2020,Timbé do Sul,SC,1,
31/03/2020,Timbé do Sul,SC,1,
01/04/2020,Timbé do Sul,SC,1,0.0
02/04/2020,Timbé do Sul,SC,1,0.0
03/04/2020,Timbé do Sul,SC,1,0.0
04/04/2020,Timbé do Sul,SC,1,0.0
05/04/2020,Timbé do Sul,SC,1,0.0
06/04/2020,Timbé do Sul,SC,1,0.0
07/04/2020,Timbé do Sul,SC,1,0.0
08/04/2020,Timbé do Sul,SC,1,0.0
09/04/2020,Timbé do Sul,SC,1,0.0
10/04/2020,Timbé do Sul,SC,1,0.0
11/04/2020,Timbé do Sul,SC,1,0.0
12/04/2020,Timbé do Sul,SC,1,0.0
13/04/2020,Timbé do Sul,SC,1,0.0
06/04/2020,Timbó,SC,1,0.0
07/04/2020,Timbó,SC,1,0.0
08/04/2020,Timbó,SC,1,0.0
09/04/2020,Timbó,SC,1,0.0
10/04/2020,Timbó,SC,1,0.0
11/04/2020,Timbó,SC,1,0.0
12/04/2020,Timbó,SC,1,0.0
13/04/2020,Timbó,SC,1,0.0
13/04/2020,Treze de Maio,SC,2,0.0
18/03/2020,Tubarão,SC,2,
19/03/2020,Tubarão,SC,2,
20/03/2020,Tubarão,SC,6,
21/03/2020,Tubarão,SC,6,
22/03/2020,Tubarão,SC,6,
23/03/2020,Tubarão,SC,7,
24/03/2020,Tubarão,SC,7,
25/03/2020,Tubarão,SC,8,
26/03/2020,Tubarão,SC,8,
27/03/2020,Tubarão,SC,8,
28/03/2020,Tubarão,SC,8,
29/03/2020,Tubarão,SC,9,
30/03/2020,Tubarão,SC,9,
31/03/2020,Tubarão,SC,9,
01/04/2020,Tubarão,SC,10,0.0
02/04/2020,Tubarão,SC,14,0.0
03/04/2020,Tubarão,SC,15,0.0
04/04/2020,Tubarão,SC,18,0.0
05/04/2020,Tubarão,SC,19,0.0
06/04/2020,Tubarão,SC,19,0.0
07/04/2020,Tubarão,SC,19,1.0
08/04/2020,Tubarão,SC,19,1.0
09/04/2020,Tubarão,SC,22,1.0
10/04/2020,Tubarão,SC,30,1.0
11/04/2020,Tubarão,SC,30,1.0
12/04/2020,Tubarão,SC,30,2.0
13/04/2020,Tubarão,SC,31,2.0
29/03/2020,Urussanga,SC,1,
30/03/2020,Urussanga,SC,1,
31/03/2020,Urussanga,SC,1,
01/04/2020,Urussanga,SC,1,0.0
02/04/2020,Urussanga,SC,1,0.0
03/04/2020,Urussanga,SC,1,0.0
04/04/2020,Urussanga,SC,2,0.0
05/04/2020,Urussanga,SC,2,0.0
06/04/2020,Urussanga,SC,2,0.0
07/04/2020,Urussanga,SC,2,0.0
08/04/2020,Urussanga,SC,2,0.0
09/04/2020,Urussanga,SC,3,0.0
10/04/2020,Urussanga,SC,3,0.0
11/04/2020,Urussanga,SC,3,0.0
12/04/2020,Urussanga,SC,3,1.0
13/04/2020,Urussanga,SC,3,1.0
09/04/2020,Vidal Ramos,SC,1,0.0
10/04/2020,Vidal Ramos,SC,1,0.0
11/04/2020,Vidal Ramos,SC,1,0.0
12/04/2020,Vidal Ramos,SC,1,0.0
