data,municipio,uf,casos confirmados,mortes
29/03/2020,Acrelândia,AC,2,
30/03/2020,Acrelândia,AC,6,
31/03/2020,Acrelândia,AC,7,
01/04/2020,Acrelândia,AC,8,
02/04/2020,Acrelândia,AC,8,
03/04/2020,Acrelândia,AC,9,0.0
04/04/2020,Acrelândia,AC,9,0.0
05/04/2020,Acrelândia,AC,9,0.0
06/04/2020,Acrelândia,AC,9,0.0
07/04/2020,Acrelândia,AC,9,0.0
08/04/2020,Acrelândia,AC,9,0.0
09/04/2020,Acrelândia,AC,9,0.0
10/04/2020,Acrelândia,AC,9,0.0
11/04/2020,Acrelândia,AC,9,0.0
12/04/2020,Acrelândia,AC,10,0.0
13/04/2020,Acrelândia,AC,11,0.0
08/04/2020,Bujari,AC,1,0.0
09/04/2020,Bujari,AC,1,0.0
10/04/2020,Bujari,AC,1,0.0
11/04/2020,Bujari,AC,1,0.0
12/04/2020,Bujari,AC,1,0.0
13/04/2020,Bujari,AC,1,0.0
13/04/2020,Cruzeiro do Sul,AC,2,0.0
06/04/2020,Plácido de Castro,AC,1,0.0
07/04/2020,Plácido de Castro,AC,1,0.0
08/04/2020,Plácido de Castro,AC,2,0.0
09/04/2020,Plácido de Castro,AC,3,0.0
10/04/2020,Plácido de Castro,AC,4,0.0
11/04/2020,Plácido de Castro,AC,4,0.0
12/04/2020,Plácido de Castro,AC,5,0.0
13/04/2020,Plácido de Castro,AC,7,0.0
29/03/2020,Porto Acre,AC,1,
30/03/2020,Porto Acre,AC,1,
31/03/2020,Porto Acre,AC,1,
01/04/2020,Porto Acre,AC,1,
02/04/2020,Porto Acre,AC,1,
03/04/2020,Porto Acre,AC,1,0.0
04/04/2020,Porto Acre,AC,1,0.0
05/04/2020,Porto Acre,AC,1,0.0
06/04/2020,Porto Acre,AC,1,0.0
07/04/2020,Porto Acre,AC,1,0.0
08/04/2020,Porto Acre,AC,1,0.0
09/04/2020,Porto Acre,AC,1,0.0
10/04/2020,Porto Acre,AC,1,0.0
11/04/2020,Porto Acre,AC,1,0.0
12/04/2020,Porto Acre,AC,1,0.0
13/04/2020,Porto Acre,AC,1,0.0
17/03/2020,Rio Branco,AC,3,
18/03/2020,Rio Branco,AC,3,
19/03/2020,Rio Branco,AC,4,
20/03/2020,Rio Branco,AC,7,
21/03/2020,Rio Branco,AC,11,
22/03/2020,Rio Branco,AC,11,
23/03/2020,Rio Branco,AC,17,
24/03/2020,Rio Branco,AC,21,
25/03/2020,Rio Branco,AC,23,
26/03/2020,Rio Branco,AC,23,
27/03/2020,Rio Branco,AC,25,
28/03/2020,Rio Branco,AC,25,
29/03/2020,Rio Branco,AC,31,
30/03/2020,Rio Branco,AC,34,
31/03/2020,Rio Branco,AC,34,
01/04/2020,Rio Branco,AC,34,
02/04/2020,Rio Branco,AC,36,
03/04/2020,Rio Branco,AC,36,0.0
04/04/2020,Rio Branco,AC,36,0.0
05/04/2020,Rio Branco,AC,38,0.0
06/04/2020,Rio Branco,AC,39,1.0
07/04/2020,Rio Branco,AC,39,1.0
08/04/2020,Rio Branco,AC,45,2.0
09/04/2020,Rio Branco,AC,48,2.0
10/04/2020,Rio Branco,AC,55,2.0
11/04/2020,Rio Branco,AC,57,2.0
12/04/2020,Rio Branco,AC,60,2.0
13/04/2020,Rio Branco,AC,68,3.0
08/03/2020,Maceió,AL,1,
09/03/2020,Maceió,AL,1,
10/03/2020,Maceió,AL,1,
11/03/2020,Maceió,AL,1,
12/03/2020,Maceió,AL,1,
13/03/2020,Maceió,AL,1,
14/03/2020,Maceió,AL,1,
15/03/2020,Maceió,AL,1,
16/03/2020,Maceió,AL,1,
17/03/2020,Maceió,AL,1,
18/03/2020,Maceió,AL,1,
19/03/2020,Maceió,AL,4,
20/03/2020,Maceió,AL,6,
21/03/2020,Maceió,AL,7,
22/03/2020,Maceió,AL,7,
23/03/2020,Maceió,AL,8,
24/03/2020,Maceió,AL,10,
25/03/2020,Maceió,AL,10,
26/03/2020,Maceió,AL,10,
27/03/2020,Maceió,AL,11,
28/03/2020,Maceió,AL,13,
29/03/2020,Maceió,AL,16,
30/03/2020,Maceió,AL,16,
31/03/2020,Maceió,AL,17,
01/04/2020,Maceió,AL,17,
02/04/2020,Maceió,AL,17,
03/04/2020,Maceió,AL,17,2.0
04/04/2020,Maceió,AL,17,2.0
05/04/2020,Maceió,AL,20,2.0
06/04/2020,Maceió,AL,22,2.0
07/04/2020,Maceió,AL,24,2.0
08/04/2020,Maceió,AL,27,2.0
09/04/2020,Maceió,AL,27,3.0
10/04/2020,Maceió,AL,34,3.0
11/04/2020,Maceió,AL,37,3.0
12/04/2020,Maceió,AL,37,3.0
13/04/2020,Maceió,AL,47,4.0
03/04/2020,Marechal Deodoro,AL,1,0.0
04/04/2020,Marechal Deodoro,AL,1,0.0
05/04/2020,Marechal Deodoro,AL,2,0.0
06/04/2020,Marechal Deodoro,AL,2,0.0
07/04/2020,Marechal Deodoro,AL,2,0.0
08/04/2020,Marechal Deodoro,AL,2,0.0
09/04/2020,Marechal Deodoro,AL,2,0.0
10/04/2020,Marechal Deodoro,AL,2,0.0
11/04/2020,Marechal Deodoro,AL,2,0.0
12/04/2020,Marechal Deodoro,AL,2,0.0
13/04/2020,Marechal Deodoro,AL,2,0.0
03/04/2020,Não informado,AL,4,0.0
04/04/2020,Não informado,AL,4,0.0
05/04/2020,Não informado,AL,5,0.0
06/04/2020,Não informado,AL,5,0.0
07/04/2020,Não informado,AL,6,0.0
08/04/2020,Não informado,AL,6,1.0
09/04/2020,Não informado,AL,6,0.0
10/04/2020,Não informado,AL,7,0.0
11/04/2020,Não informado,AL,7,0.0
12/04/2020,Não informado,AL,7,0.0
13/04/2020,Não informado,AL,7,0.0
06/04/2020,Palmeira dos Índios,AL,1,0.0
07/04/2020,Palmeira dos Índios,AL,1,0.0
08/04/2020,Palmeira dos Índios,AL,1,0.0
09/04/2020,Palmeira dos Índios,AL,1,0.0
10/04/2020,Palmeira dos Índios,AL,1,0.0
11/04/2020,Palmeira dos Índios,AL,1,0.0
12/04/2020,Palmeira dos Índios,AL,1,0.0
13/04/2020,Palmeira dos Índios,AL,1,0.0
25/03/2020,Porto Real do Colégio,AL,1,
26/03/2020,Porto Real do Colégio,AL,1,
27/03/2020,Porto Real do Colégio,AL,1,
28/03/2020,Porto Real do Colégio,AL,1,
29/03/2020,Porto Real do Colégio,AL,1,
30/03/2020,Porto Real do Colégio,AL,1,
31/03/2020,Porto Real do Colégio,AL,1,
01/04/2020,Porto Real do Colégio,AL,1,
02/04/2020,Porto Real do Colégio,AL,1,
03/04/2020,Porto Real do Colégio,AL,1,0.0
04/04/2020,Porto Real do Colégio,AL,1,0.0
05/04/2020,Porto Real do Colégio,AL,1,0.0
06/04/2020,Porto Real do Colégio,AL,1,0.0
07/04/2020,Porto Real do Colégio,AL,1,0.0
08/04/2020,Porto Real do Colégio,AL,1,0.0
09/04/2020,Porto Real do Colégio,AL,1,0.0
10/04/2020,Porto Real do Colégio,AL,1,0.0
11/04/2020,Porto Real do Colégio,AL,1,0.0
12/04/2020,Porto Real do Colégio,AL,1,0.0
13/04/2020,Porto Real do Colégio,AL,1,0.0
29/03/2020,Anori,AM,1,
30/03/2020,Anori,AM,1,
31/03/2020,Anori,AM,1,
01/04/2020,Anori,AM,1,
02/04/2020,Anori,AM,1,
03/04/2020,Anori,AM,1,0.0
04/04/2020,Anori,AM,1,0.0
05/04/2020,Anori,AM,1,0.0
06/04/2020,Anori,AM,1,0.0
07/04/2020,Anori,AM,1,0.0
08/04/2020,Anori,AM,1,0.0
09/04/2020,Anori,AM,1,0.0
10/04/2020,Anori,AM,2,0.0
11/04/2020,Anori,AM,2,0.0
12/04/2020,Anori,AM,3,0.0
13/04/2020,Anori,AM,3,0.0
26/03/2020,Boca do Acre,AM,1,
27/03/2020,Boca do Acre,AM,1,
28/03/2020,Boca do Acre,AM,1,
29/03/2020,Boca do Acre,AM,1,
30/03/2020,Boca do Acre,AM,1,
31/03/2020,Boca do Acre,AM,1,
01/04/2020,Boca do Acre,AM,1,
02/04/2020,Boca do Acre,AM,1,
03/04/2020,Boca do Acre,AM,1,0.0
04/04/2020,Boca do Acre,AM,1,0.0
05/04/2020,Boca do Acre,AM,1,0.0
06/04/2020,Boca do Acre,AM,1,0.0
07/04/2020,Boca do Acre,AM,1,0.0
08/04/2020,Boca do Acre,AM,1,0.0
09/04/2020,Boca do Acre,AM,1,0.0
10/04/2020,Boca do Acre,AM,1,0.0
11/04/2020,Boca do Acre,AM,1,0.0
12/04/2020,Boca do Acre,AM,1,0.0
13/04/2020,Boca do Acre,AM,1,0.0
11/04/2020,Careiro,AM,1,0.0
12/04/2020,Careiro,AM,1,0.0
13/04/2020,Careiro,AM,1,0.0
02/04/2020,Careiro da Várzea,AM,1,
03/04/2020,Careiro da Várzea,AM,1,0.0
04/04/2020,Careiro da Várzea,AM,1,0.0
05/04/2020,Careiro da Várzea,AM,1,0.0
06/04/2020,Careiro da Várzea,AM,1,0.0
07/04/2020,Careiro da Várzea,AM,2,0.0
08/04/2020,Careiro da Várzea,AM,2,0.0
09/04/2020,Careiro da Várzea,AM,2,0.0
10/04/2020,Careiro da Várzea,AM,2,0.0
11/04/2020,Careiro da Várzea,AM,2,0.0
12/04/2020,Careiro da Várzea,AM,2,0.0
13/04/2020,Careiro da Várzea,AM,2,0.0
05/04/2020,Iranduba,AM,2,0.0
06/04/2020,Iranduba,AM,3,0.0
07/04/2020,Iranduba,AM,3,0.0
08/04/2020,Iranduba,AM,9,0.0
09/04/2020,Iranduba,AM,11,0.0
10/04/2020,Iranduba,AM,11,0.0
11/04/2020,Iranduba,AM,11,0.0
12/04/2020,Iranduba,AM,13,0.0
13/04/2020,Iranduba,AM,14,0.0
29/03/2020,Itacoatiara,AM,2,
30/03/2020,Itacoatiara,AM,2,
31/03/2020,Itacoatiara,AM,4,
01/04/2020,Itacoatiara,AM,4,
02/04/2020,Itacoatiara,AM,4,
03/04/2020,Itacoatiara,AM,4,0.0
04/04/2020,Itacoatiara,AM,4,0.0
05/04/2020,Itacoatiara,AM,5,0.0
06/04/2020,Itacoatiara,AM,8,0.0
07/04/2020,Itacoatiara,AM,9,0.0
08/04/2020,Itacoatiara,AM,11,0.0
09/04/2020,Itacoatiara,AM,11,0.0
10/04/2020,Itacoatiara,AM,11,0.0
11/04/2020,Itacoatiara,AM,11,0.0
12/04/2020,Itacoatiara,AM,11,0.0
13/04/2020,Itacoatiara,AM,15,0.0
06/04/2020,Jutaí,AM,1,0.0
07/04/2020,Jutaí,AM,1,0.0
08/04/2020,Jutaí,AM,0,0.0
09/04/2020,Jutaí,AM,0,0.0
10/04/2020,Jutaí,AM,0,0.0
11/04/2020,Jutaí,AM,0,0.0
12/04/2020,Jutaí,AM,0,0.0
13/04/2020,Jutaí,AM,0,0.0
27/03/2020,Manacapuru,AM,2,
28/03/2020,Manacapuru,AM,2,
29/03/2020,Manacapuru,AM,2,
30/03/2020,Manacapuru,AM,2,
31/03/2020,Manacapuru,AM,4,
01/04/2020,Manacapuru,AM,6,
02/04/2020,Manacapuru,AM,6,
03/04/2020,Manacapuru,AM,10,1.0
04/04/2020,Manacapuru,AM,10,2.0
05/04/2020,Manacapuru,AM,16,3.0
06/04/2020,Manacapuru,AM,28,3.0
07/04/2020,Manacapuru,AM,42,3.0
08/04/2020,Manacapuru,AM,44,3.0
09/04/2020,Manacapuru,AM,48,3.0
10/04/2020,Manacapuru,AM,62,3.0
11/04/2020,Manacapuru,AM,64,3.0
12/04/2020,Manacapuru,AM,87,3.0
13/04/2020,Manacapuru,AM,92,3.0
13/03/2020,Manaus,AM,1,
14/03/2020,Manaus,AM,1,
15/03/2020,Manaus,AM,1,
16/03/2020,Manaus,AM,1,
17/03/2020,Manaus,AM,1,
18/03/2020,Manaus,AM,2,
19/03/2020,Manaus,AM,3,
20/03/2020,Manaus,AM,7,
21/03/2020,Manaus,AM,11,
22/03/2020,Manaus,AM,25,
23/03/2020,Manaus,AM,31,
24/03/2020,Manaus,AM,45,
25/03/2020,Manaus,AM,52,
26/03/2020,Manaus,AM,63,
27/03/2020,Manaus,AM,75,
28/03/2020,Manaus,AM,105,
29/03/2020,Manaus,AM,131,
30/03/2020,Manaus,AM,140,
31/03/2020,Manaus,AM,160,2.0
01/04/2020,Manaus,AM,179,2.0
02/04/2020,Manaus,AM,205,2.0
03/04/2020,Manaus,AM,232,5.0
04/04/2020,Manaus,AM,283,9.0
05/04/2020,Manaus,AM,379,11.0
06/04/2020,Manaus,AM,473,11.0
07/04/2020,Manaus,AM,560,19.0
08/04/2020,Manaus,AM,712,25.0
09/04/2020,Manaus,AM,800,33.0
10/04/2020,Manaus,AM,863,42.0
11/04/2020,Manaus,AM,932,45.0
12/04/2020,Manaus,AM,1053,51.0
13/04/2020,Manaus,AM,1106,60.0
08/04/2020,Manicoré,AM,1,0.0
09/04/2020,Manicoré,AM,1,1.0
10/04/2020,Manicoré,AM,1,1.0
11/04/2020,Manicoré,AM,1,1.0
12/04/2020,Manicoré,AM,1,1.0
13/04/2020,Manicoré,AM,1,1.0
10/04/2020,Maués,AM,1,0.0
11/04/2020,Maués,AM,0,0.0
12/04/2020,Maués,AM,0,0.0
13/04/2020,Maués,AM,0,0.0
06/04/2020,Não informado,AM,0,4.0
07/04/2020,Não informado,AM,0,4.0
08/04/2020,Não informado,AM,0,0.0
09/04/2020,Não informado,AM,0,0.0
10/04/2020,Não informado,AM,0,0.0
11/04/2020,Não informado,AM,0,0.0
12/04/2020,Não informado,AM,0,0.0
13/04/2020,Não informado,AM,0,0.0
30/03/2020,Novo Airão,AM,1,
31/03/2020,Novo Airão,AM,1,
01/04/2020,Novo Airão,AM,1,
02/04/2020,Novo Airão,AM,1,
03/04/2020,Novo Airão,AM,1,0.0
04/04/2020,Novo Airão,AM,1,0.0
05/04/2020,Novo Airão,AM,1,0.0
06/04/2020,Novo Airão,AM,1,0.0
07/04/2020,Novo Airão,AM,1,0.0
08/04/2020,Novo Airão,AM,1,1.0
09/04/2020,Novo Airão,AM,1,1.0
10/04/2020,Novo Airão,AM,1,1.0
11/04/2020,Novo Airão,AM,1,1.0
12/04/2020,Novo Airão,AM,1,1.0
13/04/2020,Novo Airão,AM,2,1.0
22/03/2020,Parintins,AM,1,
23/03/2020,Parintins,AM,1,
24/03/2020,Parintins,AM,2,
25/03/2020,Parintins,AM,2,1.0
26/03/2020,Parintins,AM,2,1.0
27/03/2020,Parintins,AM,2,1.0
28/03/2020,Parintins,AM,2,1.0
29/03/2020,Parintins,AM,2,1.0
30/03/2020,Parintins,AM,3,1.0
31/03/2020,Parintins,AM,3,1.0
01/04/2020,Parintins,AM,3,1.0
02/04/2020,Parintins,AM,3,1.0
03/04/2020,Parintins,AM,3,1.0
04/04/2020,Parintins,AM,3,1.0
05/04/2020,Parintins,AM,3,1.0
06/04/2020,Parintins,AM,4,1.0
07/04/2020,Parintins,AM,4,1.0
08/04/2020,Parintins,AM,6,1.0
09/04/2020,Parintins,AM,6,2.0
10/04/2020,Parintins,AM,6,2.0
11/04/2020,Parintins,AM,6,2.0
12/04/2020,Parintins,AM,11,3.0
13/04/2020,Parintins,AM,11,3.0
08/04/2020,Presidente Figueiredo,AM,2,0.0
09/04/2020,Presidente Figueiredo,AM,2,0.0
10/04/2020,Presidente Figueiredo,AM,2,1.0
11/04/2020,Presidente Figueiredo,AM,1,1.0
12/04/2020,Presidente Figueiredo,AM,2,1.0
13/04/2020,Presidente Figueiredo,AM,2,1.0
26/03/2020,Santo Antônio do Içá,AM,1,
27/03/2020,Santo Antônio do Içá,AM,1,
28/03/2020,Santo Antônio do Içá,AM,1,
29/03/2020,Santo Antônio do Içá,AM,1,
30/03/2020,Santo Antônio do Içá,AM,1,
31/03/2020,Santo Antônio do Içá,AM,1,
01/04/2020,Santo Antônio do Içá,AM,4,
02/04/2020,Santo Antônio do Içá,AM,4,
03/04/2020,Santo Antônio do Içá,AM,4,0.0
04/04/2020,Santo Antônio do Içá,AM,4,0.0
05/04/2020,Santo Antônio do Içá,AM,5,0.0
06/04/2020,Santo Antônio do Içá,AM,7,0.0
07/04/2020,Santo Antônio do Içá,AM,7,0.0
08/04/2020,Santo Antônio do Içá,AM,7,0.0
09/04/2020,Santo Antônio do Içá,AM,7,0.0
10/04/2020,Santo Antônio do Içá,AM,7,0.0
11/04/2020,Santo Antônio do Içá,AM,7,0.0
12/04/2020,Santo Antônio do Içá,AM,7,0.0
13/04/2020,Santo Antônio do Içá,AM,10,0.0
06/04/2020,São Gabriel da Cachoeira,AM,1,0.0
07/04/2020,São Gabriel da Cachoeira,AM,1,0.0
08/04/2020,São Gabriel da Cachoeira,AM,0,0.0
09/04/2020,São Gabriel da Cachoeira,AM,0,0.0
10/04/2020,São Gabriel da Cachoeira,AM,0,0.0
11/04/2020,São Gabriel da Cachoeira,AM,0,0.0
12/04/2020,São Gabriel da Cachoeira,AM,0,0.0
13/04/2020,São Gabriel da Cachoeira,AM,0,0.0
07/04/2020,São Paulo de Olivença,AM,2,0.0
08/04/2020,São Paulo de Olivença,AM,3,0.0
09/04/2020,São Paulo de Olivença,AM,4,0.0
10/04/2020,São Paulo de Olivença,AM,5,0.0
11/04/2020,São Paulo de Olivença,AM,5,0.0
12/04/2020,São Paulo de Olivença,AM,5,1.0
13/04/2020,São Paulo de Olivença,AM,7,1.0
08/04/2020,Tabatinga,AM,1,0.0
09/04/2020,Tabatinga,AM,1,0.0
10/04/2020,Tabatinga,AM,2,0.0
11/04/2020,Tabatinga,AM,1,0.0
12/04/2020,Tabatinga,AM,4,1.0
13/04/2020,Tabatinga,AM,3,1.0
10/04/2020,Tefé,AM,1,0.0
11/04/2020,Tefé,AM,1,0.0
12/04/2020,Tefé,AM,1,0.0
13/04/2020,Tefé,AM,1,0.0
02/04/2020,Tonantins,AM,3,
03/04/2020,Tonantins,AM,3,0.0
04/04/2020,Tonantins,AM,3,0.0
05/04/2020,Tonantins,AM,3,0.0
06/04/2020,Tonantins,AM,3,0.0
07/04/2020,Tonantins,AM,3,0.0
08/04/2020,Tonantins,AM,3,0.0
09/04/2020,Tonantins,AM,3,0.0
10/04/2020,Tonantins,AM,3,0.0
11/04/2020,Tonantins,AM,3,0.0
12/04/2020,Tonantins,AM,3,0.0
13/04/2020,Tonantins,AM,4,0.0
20/03/2020,Macapá,AP,1,
21/03/2020,Macapá,AP,1,
22/03/2020,Macapá,AP,1,
23/03/2020,Macapá,AP,1,
24/03/2020,Macapá,AP,1,
25/03/2020,Macapá,AP,2,
26/03/2020,Macapá,AP,2,
27/03/2020,Macapá,AP,3,
28/03/2020,Macapá,AP,4,
29/03/2020,Macapá,AP,4,
30/03/2020,Macapá,AP,8,
31/03/2020,Macapá,AP,10,
01/04/2020,Macapá,AP,11,
02/04/2020,Macapá,AP,12,
03/04/2020,Macapá,AP,19,0.0
04/04/2020,Macapá,AP,28,1.0
05/04/2020,Macapá,AP,29,1.0
06/04/2020,Macapá,AP,35,1.0
07/04/2020,Macapá,AP,44,1.0
08/04/2020,Macapá,AP,95,1.0
09/04/2020,Macapá,AP,97,1.0
10/04/2020,Macapá,AP,146,1.0
11/04/2020,Macapá,AP,171,3.0
12/04/2020,Macapá,AP,204,3.0
13/04/2020,Macapá,AP,211,4.0
06/04/2020,Não informado,AP,0,1.0
07/04/2020,Não informado,AP,0,1.0
08/04/2020,Não informado,AP,0,1.0
09/04/2020,Não informado,AP,0,1.0
10/04/2020,Não informado,AP,0,1.0
11/04/2020,Não informado,AP,0,1.0
12/04/2020,Não informado,AP,0,1.0
13/04/2020,Não informado,AP,0,1.0
04/04/2020,Oiapoque,AP,1,0.0
05/04/2020,Oiapoque,AP,1,0.0
06/04/2020,Oiapoque,AP,1,0.0
07/04/2020,Oiapoque,AP,1,0.0
08/04/2020,Oiapoque,AP,1,0.0
09/04/2020,Oiapoque,AP,1,0.0
10/04/2020,Oiapoque,AP,1,0.0
11/04/2020,Oiapoque,AP,1,0.0
12/04/2020,Oiapoque,AP,2,0.0
13/04/2020,Oiapoque,AP,2,0.0
05/04/2020,Santana,AP,2,0.0
06/04/2020,Santana,AP,3,0.0
07/04/2020,Santana,AP,3,0.0
08/04/2020,Santana,AP,11,1.0
09/04/2020,Santana,AP,12,1.0
10/04/2020,Santana,AP,19,1.0
11/04/2020,Santana,AP,21,2.0
12/04/2020,Santana,AP,31,2.0
13/04/2020,Santana,AP,31,2.0
13/04/2020,Abaíra,BA,1,0.0
04/04/2020,Adustina,BA,1,0.0
05/04/2020,Adustina,BA,1,0.0
06/04/2020,Adustina,BA,1,0.0
07/04/2020,Adustina,BA,1,1.0
08/04/2020,Adustina,BA,1,1.0
09/04/2020,Adustina,BA,1,1.0
10/04/2020,Adustina,BA,1,1.0
11/04/2020,Adustina,BA,1,1.0
12/04/2020,Adustina,BA,1,1.0
13/04/2020,Adustina,BA,1,1.0
26/03/2020,Alagoinhas,BA,1,
27/03/2020,Alagoinhas,BA,1,
28/03/2020,Alagoinhas,BA,1,
29/03/2020,Alagoinhas,BA,1,
30/03/2020,Alagoinhas,BA,1,
31/03/2020,Alagoinhas,BA,3,
01/04/2020,Alagoinhas,BA,3,
02/04/2020,Alagoinhas,BA,3,
03/04/2020,Alagoinhas,BA,3,0.0
04/04/2020,Alagoinhas,BA,4,0.0
05/04/2020,Alagoinhas,BA,5,0.0
06/04/2020,Alagoinhas,BA,5,0.0
07/04/2020,Alagoinhas,BA,5,0.0
08/04/2020,Alagoinhas,BA,5,0.0
09/04/2020,Alagoinhas,BA,5,0.0
10/04/2020,Alagoinhas,BA,5,0.0
11/04/2020,Alagoinhas,BA,5,0.0
12/04/2020,Alagoinhas,BA,5,0.0
13/04/2020,Alagoinhas,BA,5,0.0
08/04/2020,Araci,BA,1,1.0
09/04/2020,Araci,BA,1,1.0
10/04/2020,Araci,BA,1,1.0
11/04/2020,Araci,BA,1,1.0
12/04/2020,Araci,BA,1,1.0
13/04/2020,Araci,BA,1,1.0
08/04/2020,Aurelino Leal,BA,1,0.0
09/04/2020,Aurelino Leal,BA,1,0.0
10/04/2020,Aurelino Leal,BA,1,0.0
11/04/2020,Aurelino Leal,BA,1,0.0
12/04/2020,Aurelino Leal,BA,1,0.0
13/04/2020,Aurelino Leal,BA,1,0.0
31/03/2020,Barra,BA,1,
01/04/2020,Barra,BA,1,
02/04/2020,Barra,BA,1,
03/04/2020,Barra,BA,1,0.0
04/04/2020,Barra,BA,1,0.0
05/04/2020,Barra,BA,1,0.0
06/04/2020,Barra,BA,2,0.0
07/04/2020,Barra,BA,2,0.0
08/04/2020,Barra,BA,2,0.0
09/04/2020,Barra,BA,2,0.0
10/04/2020,Barra,BA,2,0.0
11/04/2020,Barra,BA,2,0.0
12/04/2020,Barra,BA,2,0.0
13/04/2020,Barra,BA,2,0.0
06/04/2020,Barra do Choça,BA,2,0.0
07/04/2020,Barra do Choça,BA,1,0.0
08/04/2020,Barra do Choça,BA,1,0.0
09/04/2020,Barra do Choça,BA,1,0.0
10/04/2020,Barra do Choça,BA,1,0.0
11/04/2020,Barra do Choça,BA,1,0.0
12/04/2020,Barra do Choça,BA,1,0.0
13/04/2020,Barra do Choça,BA,1,0.0
01/04/2020,Barra do Rocha,BA,1,
02/04/2020,Barra do Rocha,BA,1,
03/04/2020,Barra do Rocha,BA,1,0.0
04/04/2020,Barra do Rocha,BA,1,0.0
05/04/2020,Barra do Rocha,BA,1,0.0
06/04/2020,Barra do Rocha,BA,3,0.0
07/04/2020,Barra do Rocha,BA,3,0.0
08/04/2020,Barra do Rocha,BA,3,0.0
09/04/2020,Barra do Rocha,BA,3,0.0
10/04/2020,Barra do Rocha,BA,3,0.0
11/04/2020,Barra do Rocha,BA,3,0.0
12/04/2020,Barra do Rocha,BA,3,0.0
13/04/2020,Barra do Rocha,BA,3,0.0
22/03/2020,Barreiras,BA,1,
23/03/2020,Barreiras,BA,1,
24/03/2020,Barreiras,BA,1,
25/03/2020,Barreiras,BA,1,
26/03/2020,Barreiras,BA,1,
27/03/2020,Barreiras,BA,1,
28/03/2020,Barreiras,BA,1,
29/03/2020,Barreiras,BA,1,
30/03/2020,Barreiras,BA,1,
31/03/2020,Barreiras,BA,1,
01/04/2020,Barreiras,BA,1,
02/04/2020,Barreiras,BA,1,
03/04/2020,Barreiras,BA,1,0.0
04/04/2020,Barreiras,BA,1,0.0
05/04/2020,Barreiras,BA,1,0.0
06/04/2020,Barreiras,BA,1,0.0
07/04/2020,Barreiras,BA,1,0.0
08/04/2020,Barreiras,BA,1,0.0
09/04/2020,Barreiras,BA,1,0.0
10/04/2020,Barreiras,BA,1,0.0
11/04/2020,Barreiras,BA,1,0.0
12/04/2020,Barreiras,BA,1,0.0
13/04/2020,Barreiras,BA,1,0.0
02/04/2020,Belmonte,BA,1,
03/04/2020,Belmonte,BA,1,0.0
04/04/2020,Belmonte,BA,1,0.0
05/04/2020,Belmonte,BA,1,0.0
06/04/2020,Belmonte,BA,1,0.0
07/04/2020,Belmonte,BA,1,0.0
08/04/2020,Belmonte,BA,2,0.0
09/04/2020,Belmonte,BA,2,0.0
10/04/2020,Belmonte,BA,2,0.0
11/04/2020,Belmonte,BA,2,0.0
12/04/2020,Belmonte,BA,2,0.0
13/04/2020,Belmonte,BA,2,0.0
23/03/2020,Brumado,BA,1,
24/03/2020,Brumado,BA,1,
25/03/2020,Brumado,BA,1,
26/03/2020,Brumado,BA,1,
27/03/2020,Brumado,BA,1,
28/03/2020,Brumado,BA,1,
29/03/2020,Brumado,BA,1,
30/03/2020,Brumado,BA,1,
31/03/2020,Brumado,BA,4,
01/04/2020,Brumado,BA,5,
02/04/2020,Brumado,BA,5,
03/04/2020,Brumado,BA,5,0.0
04/04/2020,Brumado,BA,5,0.0
05/04/2020,Brumado,BA,5,0.0
06/04/2020,Brumado,BA,5,0.0
07/04/2020,Brumado,BA,7,0.0
08/04/2020,Brumado,BA,7,0.0
09/04/2020,Brumado,BA,7,0.0
10/04/2020,Brumado,BA,8,0.0
11/04/2020,Brumado,BA,8,0.0
12/04/2020,Brumado,BA,8,0.0
13/04/2020,Brumado,BA,8,0.0
04/04/2020,Cachoeira,BA,1,0.0
05/04/2020,Cachoeira,BA,1,0.0
06/04/2020,Cachoeira,BA,1,0.0
07/04/2020,Cachoeira,BA,1,0.0
08/04/2020,Cachoeira,BA,1,0.0
09/04/2020,Cachoeira,BA,1,0.0
10/04/2020,Cachoeira,BA,1,0.0
11/04/2020,Cachoeira,BA,1,0.0
12/04/2020,Cachoeira,BA,1,0.0
13/04/2020,Cachoeira,BA,1,0.0
10/04/2020,Camacan,BA,1,0.0
11/04/2020,Camacan,BA,1,0.0
12/04/2020,Camacan,BA,1,0.0
13/04/2020,Camacan,BA,1,0.0
20/03/2020,Camaçari,BA,1,
21/03/2020,Camaçari,BA,1,
22/03/2020,Camaçari,BA,1,
23/03/2020,Camaçari,BA,1,
24/03/2020,Camaçari,BA,1,
25/03/2020,Camaçari,BA,1,
26/03/2020,Camaçari,BA,1,
27/03/2020,Camaçari,BA,1,
28/03/2020,Camaçari,BA,1,
29/03/2020,Camaçari,BA,1,
30/03/2020,Camaçari,BA,1,
31/03/2020,Camaçari,BA,2,
01/04/2020,Camaçari,BA,4,
02/04/2020,Camaçari,BA,4,
03/04/2020,Camaçari,BA,4,0.0
04/04/2020,Camaçari,BA,5,0.0
05/04/2020,Camaçari,BA,7,0.0
06/04/2020,Camaçari,BA,9,0.0
07/04/2020,Camaçari,BA,10,0.0
08/04/2020,Camaçari,BA,9,0.0
09/04/2020,Camaçari,BA,9,0.0
10/04/2020,Camaçari,BA,10,0.0
11/04/2020,Camaçari,BA,10,0.0
12/04/2020,Camaçari,BA,10,0.0
